453,5.5
633,7.659999942779541
719,7.300000190734863
816,7.699999809265137
829,4
910,6.550000071525574
940,6.7499998807907104
1064,4.599999904632568
1154,5
1185,6.099999904632568
1471,7.099999904632568
1501,6.099999904632568
1636,8
1638,6.699999809265137
2219,5.099999904632568
2276,5.699999809265137
2487,7.5
2618,5.199999809265137
2643,8
2762,6.599999904632568
3130,6
3845,3.799999952316284
4004,6.950000047683716
4006,5
4609,7.199999809265137
4915,8.5
5266,6.199999809265137
5458,6.400000027247837
5478,6.099999904632568
5637,4.900000095367432
5720,6.300000190734863
5800,6.339999961853027
5889,6.900000095367432
6406,4.099999904632568
6474,6.099999904632568
6554,6.900000095367432
6555,8.300000190734863
7799,7.099999904632568
7918,7.349999904632568
8028,7.5
8827,6.699999809265137
8857,6.6000001430511475
9001,6.199999809265137
9088,4.400000095367432
9125,7.699999809265137
9246,8.5
9978,4.439999961853028
10092,6.800000190734863
10116,4
10636,6.400000095367432
10817,6.599999904632568
11066,4.699999809265137
11312,6.820000076293946
11600,6.800000190734863
11675,6.549999952316284
11744,5.099999904632568
12408,4.600000023841858
12691,6.5
12892,8.100000381469727
12950,3.299999952316284
13023,6.875
13034,4.099999904632568
13187,7.400000095367432
13217,6.199999809265137
13220,6.199999809265137
13224,2.799999952316284
13349,7.099999904632568
13536,7.099999964237213
13737,7.699999809265137
14160,7
14218,7.833333174387614
14221,6.199999809265137
14241,7
14746,3.799999952316284
15000,5.599999904632568
15104,8.100000381469727
15130,7.300000190734863
15385,4.400000095367432
15500,5.450000047683716
15604,4.700000047683716
15927,5.849999904632568
16261,5.699999809265137
16613,3.200000047683716
17157,5.400000095367432
17178,6
17273,4.099999904632568
17482,3.5
17490,6.699999809265137
17596,7
18261,8.100000381469727
18288,3.200000047683716
18742,4.599999904632568
18785,7.199999809265137
18832,6
18997,6.800000190734863
19766,6.699999809265137
19895,6.399999936421712
20241,6.099999904632568
20368,6.233333349227905
20946,7.599999904632568
21101,5.900000095367432
21456,7.640000057220459
