633,7.659999942779541
910,6.550000071525574
940,6.119999980926513
1064,4.299999952316284
1501,6.099999904632568
1825,5.800000190734863
2219,5.099999904632568
2276,5.699999809265137
2762,6.599999904632568
3845,3.799999952316284
4004,7.400000095367432
4006,5
5325,7
5458,6.666666666666667
5800,7.450000047683716
5937,3.0999999046325684
6474,6
6555,8.300000190734863
6842,5.599999904632568
7799,7.099999904632568
8857,6.400000095367432
9001,6.199999809265137
9125,7.699999809265137
9246,8.5
9978,5
10116,4
10636,6.400000095367432
11309,3
11312,7.175000071525574
11744,5.099999904632568
11973,5.599999904632568
12408,4.450000047683716
12691,6.5
12708,6.900000095367432
12892,8.100000381469727
13217,6.199999809265137
13220,6.199999809265137
13224,2.799999952316284
13319,6.700000047683716
13349,7.099999904632568
13536,5.349999904632568
13958,6.199999809265137
14218,7.699999968210856
14241,7
14347,7.699999809265137
14746,3.799999952316284
15385,4.400000095367432
15963,6.800000190734863
17157,5.400000095367432
17217,8
17273,4.099999904632568
17404,7.400000095367432
17490,6.5
18288,3.200000047683716
19766,6.699999809265137
19895,6.349999904632568
20368,6.274999976158142
20853,6.799999952316284
20946,7.066666603088379
21248,3.5999999046325684
21456,7.833333333333333
21589,5.599999904632568
21677,6.700000127156575
21688,8.199999809265137
22008,4.599999904632568
22009,8.450000286102295
22163,7.599999904632568
22412,3.0999999046325684
22418,5.199999809265137
22735,6.900000095367432
23224,4
23302,6.199999809265137
23334,5.099999904632568
23662,4.900000095367432
23772,6.199999809265137
23940,6.599999904632568
24297,6.25
25081,6.5
25183,4.233333269755046
26855,4.199999809265137
27194,6.300000190734863
27812,6.900000095367432
27962,7.199999988079071
28751,5.599999904632568
28817,6.599999904632568
28906,6.099999904632568
29838,6.599999904632568
30391,5.699999809265137
30499,6.800000190734863
30711,4.099999904632568
30751,6.900000095367432
30935,6.099999904632568
31601,6.5
31605,7.549999952316284
31644,6.099999904632568
31659,7.550000190734863
31748,6
32181,8
32273,6.099999904632568
32430,6.199999809265137
32549,6
34585,4.199999809265137
35005,5.700000047683716
35132,7.099999904632568
35330,5.800000031789144
35711,4
36276,7.152631596515053
36343,7.199999809265137
36404,7.349999904632568
36636,7.599999904632568
