Director,Rating
625914,4.3
626390,5.7
626402,7.2
626872,6.0
627005,5.0
627337,5.5
627924,6.6
627942,6.73
628647,5.9
629265,6.2
629456,6.5
630123,5.8
630289,6.52
630316,6.95
630342,6.9
630679,6.37
630969,5.9
631010,5.0
631109,8.0
631142,7.0
631432,7.5
631913,4.6
631955,3.0
632917,5.4
633789,5.11
633790,5.33
633851,5.4
633894,3.8
634116,6.4
635150,6.67
635253,4.05
635687,4.05
636032,6.5
636930,5.9
637257,6.3
637755,7.4
638118,6.4
638830,5.13
639106,6.0
639190,6.3
639407,5.9
639606,7.5
640849,6.9
640879,3.9
640973,7.1
641193,4.7
641487,3.8
641719,6.9
641798,6.4
642242,6.1
642428,8.7
642715,6.1
644026,8.3
644379,7.6
644403,5.1
644603,7.15
644855,3.5
645264,4.0
645531,7.5
645731,5.9
645925,5.6
645999,4.2
646198,6.8
646387,6.45
647957,6.3
647996,6.13
648013,4.3
648385,6.1
648525,5.8
649419,7.45
651258,7.9
651559,6.3
651607,7.35
651917,5.8
651933,6.2
651988,5.3
652103,7.5
652292,6.4
652552,6.15
653255,4.4
653398,6.45
654491,7.1
654860,6.9
655033,7.1
655392,4.2
655704,3.7
655924,7.7
656490,8.0
656663,5.55
657099,7.77
657199,4.5
657656,4.6
657795,6.4
657903,4.6
658133,4.9
658200,5.13
658244,7.6
658565,6.0
658861,6.3
659101,7.7
659180,6.62
659448,5.9
660255,4.3
660605,4.8
660671,6.6
660839,6.3
660895,5.4
661070,4.0
661263,7.15
661354,5.9
661506,5.2
661882,7.7
661895,7.3
662133,6.6
662224,4.3
662251,5.8
662310,8.3
662349,6.73
663266,4.1
663464,7.1
663910,6.9
663945,6.2
663996,4.5
664028,6.6
664152,6.4
664212,6.3
664265,6.85
664602,6.6
665225,5.15
665306,7.6
665666,7.15
665963,6.75
666703,5.22
666727,6.6
666824,6.6
666946,3.3
667216,7.1
667311,8.9
667320,6.0
667392,6.0
667632,7.3
667705,7.0
667871,5.96
668240,8.0
668379,5.28
668386,5.5
668558,6.0
668858,7.3
669209,5.1
669268,6.67
670248,7.23
670308,6.65
670361,7.1
670371,5.3
671408,7.0
671418,6.3
671469,7.9
671495,4.3
672007,6.6
672308,4.8
672372,4.0
672607,4.8
672691,5.3
672827,6.6
672981,7.7
673036,5.3
673138,6.95
673144,6.8
673148,6.0
673162,6.8
673318,4.5
673382,5.8
673410,6.4
673479,2.9
673636,6.3
673971,5.4
674086,6.18
674434,6.2
674611,3.2
674917,5.1
674967,5.5
675023,6.6
675442,6.8
675592,2.8
676489,7.1
676769,5.6
677001,6.8
677319,7.35
679629,5.3
679849,7.77
679877,7.6
679900,7.8
680197,7.4
680453,6.6
680824,3.85
680826,5.0
680833,6.6
681144,4.4
682169,7.8
682756,5.3
683100,5.1
683302,4.9
683774,7.9
683954,5.7
684361,6.2
684387,7.07
684501,7.6
684729,6.07
684773,6.15
684863,6.7
685699,6.2
685780,5.9
686070,3.6
686232,6.0
686405,4.99
686419,5.6
686575,6.7
686890,6.3
686978,4.5
687195,6.5
687467,6.17
688076,5.9
688196,5.7
688251,4.4
688264,7.6
688578,4.2
688996,6.1
689056,7.95
689299,5.63
690463,3.9
690577,6.3
690753,6.0
690789,6.3
691061,5.55
691856,5.75
692239,6.5
692243,6.85
693202,5.5
693635,5.5
693914,3.2
693996,6.6
694125,6.9
694128,6.57
695076,7.0
695413,4.05
696141,6.77
696256,6.67
696340,5.3
697139,6.0
697448,8.2
697852,8.0
697997,5.87
698050,5.92
698055,2.3
698411,5.3
698472,6.53
698560,6.2
698680,7.4
699001,6.9
699814,4.5
700010,6.92
700494,6.5
701038,5.8
701080,6.9
701090,7.68
701455,7.3
701493,7.7
701983,3.7
702108,6.5
702206,4.6
702578,4.5
703321,6.8
703428,4.65
703497,7.9
703735,5.8
704154,7.7
704180,7.6
704587,5.9
704616,6.3
705613,6.3
705626,6.92
705655,6.15
705820,6.3
706022,6.2
706632,3.3
707999,7.6
709029,6.35
709459,6.25
709535,6.8
709830,6.05
709842,8.1
710145,7.1
710453,3.5
711027,8.1
711363,7.0
711535,3.1
712140,6.0
712239,5.85
712680,7.0
712819,5.8
713492,5.9
713570,5.2
714066,6.2
714247,7.1
714289,6.1
714387,5.1
714518,7.2
715221,6.92
715280,6.37
715505,4.9
715582,6.05
715658,7.9
716202,4.63
716685,4.5
717281,6.9
717456,5.1
717720,3.8
717800,8.7
718975,6.55
718995,6.43
719190,6.5
719289,5.03
719450,4.4
719719,5.4
719749,7.1
719944,7.7
720216,4.6
720371,5.9
720494,6.9
720544,7.2
720594,6.7
721116,4.8
721154,4.7
721352,3.65
721392,5.9
721849,7.6
722044,5.8
722094,6.1
722535,5.0
723288,4.2
723488,5.9
723558,1.9
724319,6.6
724709,5.7
724732,2.3
724905,5.7
725010,2.3
725122,5.2
725855,5.7
727184,6.93
727810,6.8
728682,7.04
728704,5.8
730115,5.2
730420,8.7
730845,5.3
730850,6.4
730930,4.0
730991,7.65
731149,5.5
731382,6.95
731438,7.3
731835,7.4
731905,5.45
731917,3.7
732271,5.6
732623,7.4
732697,6.8
733218,6.3
733463,6.5
733471,6.5
733642,6.1
734041,7.7
734325,6.7
734366,3.65
734401,5.97
734492,2.2
734545,6.5
735047,7.3
735070,3.9
735279,5.5
735507,2.7
735623,5.7
735939,5.0
736656,6.2
736731,3.5
737354,6.76
737512,6.2
737522,5.85
738054,6.7
738075,5.7
738655,6.37
738818,5.1
738980,6.6
738986,7.1
739569,2.9
739683,6.9
740518,5.5
740945,4.9
741832,5.8
741920,5.1
742024,4.7
742178,6.8
742880,6.9
743032,7.7
743276,7.1
743347,6.4
743577,7.34
744279,6.4
744355,4.6
744515,6.4
744683,2.3
744857,6.67
746305,6.35
746790,6.51
747779,8.2
748004,7.2
748417,6.5
748959,5.4
749643,6.2
749667,5.1
750009,4.33
750018,4.0
750020,6.2
750186,6.6
750187,6.7
750741,7.4
750797,7.3
750804,6.2
751042,6.4
751121,7.6
751124,6.0
751314,5.62
751573,3.1
751741,5.83
752180,6.7
753331,6.2
754135,7.3
754362,7.0
754592,6.85
754685,5.65
755176,3.8
755660,5.0
755722,2.8
756308,5.0
756621,5.7
756764,3.6
757368,3.4
758403,7.6
758490,7.1
758562,4.5
758746,7.27
759024,6.7
759072,5.0
759363,7.6
759468,5.0
760193,5.9
760217,7.2
760810,4.5
760867,6.1
761765,6.67
762804,4.6
762824,3.9
763014,6.2
763481,6.67
764458,4.6
764778,6.8
765068,6.6
765291,6.6
765389,6.0
766019,5.1
766527,5.6
766555,3.5
766670,7.16
767941,7.0
767999,5.2
768385,5.0
768976,2.7
769170,5.1
769342,7.2
769730,6.4
769949,7.2
770130,7.4
770330,4.75
770391,6.37
770655,5.9
771786,5.0
771996,2.77
772730,4.4
772783,5.0
772937,6.95
773177,6.5
773196,7.7
773220,7.5
773370,6.2
773384,5.2
773577,5.9
773927,6.3
774094,4.75
774111,5.2
775362,2.0
775623,6.4
775679,7.4
775747,6.5
776040,6.7
776345,5.6
776411,6.68
776832,5.7
777038,6.7
777128,3.1
777179,6.2
777181,5.9
777436,5.9
778144,5.5
778486,7.25
778553,5.2
779002,5.53
779434,5.45
780139,6.0
780337,3.0
781066,7.4
782285,6.25
782440,6.4
782542,8.0
782556,7.7
782600,7.3
782614,6.4
783037,6.5
783582,5.8
784020,5.85
784032,7.1
784115,6.8
784136,6.1
784472,8.3
784568,7.8
784678,5.6
785068,7.0
785691,7.5
786452,7.1
786455,5.53
786713,3.4
786799,5.7
786931,6.2
788037,6.15
788368,6.08
788805,5.5
788854,6.9
789319,5.23
789375,6.0
789401,5.4
789507,7.3
789680,6.3
789735,4.8
789778,5.7
790065,5.73
790228,5.8
790231,5.7
790879,4.8
790880,3.3
790976,5.4
791047,7.0
791234,5.1
791270,6.8
791810,6.1
791873,6.0
791908,5.73
792139,6.7
792284,6.55
792298,4.85
792305,4.7
792688,6.84
793609,5.7
793773,3.85
793851,3.45
795362,2.0
795686,7.19
795700,7.1
795785,6.1
795915,5.8
796284,7.3
796450,5.35
796659,5.58
796751,6.27
796870,7.4
796905,8.0
796939,4.4
796943,4.4
796948,6.9
796961,5.59
796974,4.5
797336,4.7
797483,6.8
797823,6.2
799152,5.2
799410,4.5
799759,8.2
800005,6.9
800342,4.7
800350,7.4
800442,7.1
800811,6.0
800924,2.8
801054,7.62
801646,4.3
802271,5.4
802865,4.1
803063,6.0
803108,6.88
803499,3.9
803779,6.1
804137,6.2
804424,3.4
805023,2.7
805062,6.2
805353,3.5
805511,6.8
805657,5.57
805670,5.1
805774,6.53
806237,5.5
806463,6.1
806861,6.8
807749,6.4
807974,5.4
808541,3.3
808587,4.6
809170,7.6
809322,3.8
809360,6.0
809362,6.07
809543,6.3
810331,4.4
810796,5.4
812315,7.5
813370,5.2
813488,6.5
813943,7.3
814388,7.1
814752,6.35
814930,7.9
814968,6.6
815425,4.6
815447,5.5
815469,5.37
815606,8.2
815744,5.96
815745,7.8
816232,5.7
816312,7.1
816476,7.3
816649,5.87
816882,6.85
816883,8.1
817288,5.7
817476,5.95
817627,8.3
817630,8.3
819117,5.6
819610,4.4
819615,4.2
820563,8.0
820732,8.0
820935,6.6
820983,6.6
821163,3.5
821219,5.85
821454,6.8
821803,3.5
822880,7.45
823426,8.0
823671,6.8
823735,7.2
824877,6.2
825273,7.1
825656,6.5
825853,6.25
825864,5.9
826062,6.4
826719,4.0
826976,6.0
827391,5.5
827532,4.8
827997,5.0
828438,6.8
828668,5.45
828929,6.0
829752,7.0
829831,5.75
830051,6.2
830395,7.0
830410,6.86
830838,7.9
830933,6.9
830994,6.35
831907,6.0
831965,8.4
832254,7.1
832721,6.5
832841,6.2
832896,6.0
833000,3.7
833200,7.0
833811,2.9
833877,6.5
833998,5.5
834058,6.4
834551,3.8
834781,4.3
834803,7.6
834804,5.75
834813,6.55
835433,4.4
835724,5.4
835872,5.1
835915,6.07
836275,4.7
836828,5.8
836917,5.9
837359,7.2
837399,6.75
837546,5.2
837833,5.7
837836,5.7
838033,5.9
838189,6.9
838276,6.8
839005,5.4
839100,3.2
839331,2.5
839561,4.0
839972,4.9
839980,5.59
840282,8.0
840555,7.4
841014,6.55
841157,5.6
841419,5.4
841627,7.22
841687,6.75
841883,5.25
842149,7.8
842302,4.8
842347,6.4
842478,5.4
842930,6.9
843129,7.5
843667,6.4
843992,5.7
844161,5.9
844496,2.3
844684,5.5
845772,6.15
845787,7.6
845902,6.1
846158,6.43
846594,7.2
846922,6.6
847097,4.1
847266,4.3
847320,5.45
847338,7.4
847405,6.3
847464,5.7
847689,5.7
847976,6.25
848104,6.4
848489,5.44
848779,6.5
848836,5.8
848932,7.0
849805,4.85
850124,7.08
850151,5.3
851247,5.4
851661,5.4
851915,4.0
852250,6.2
852276,5.3
852473,6.3
852607,7.6
852677,5.7
852924,5.74
852941,5.6
853314,6.7
853541,4.55
853823,4.8
854126,4.4
854328,3.0
855364,4.83
855455,7.35
855939,4.9
856187,6.4
856299,7.25
856304,5.3
856489,7.6
856743,3.0
857032,7.5
857737,5.5
857861,7.8
858049,5.4
858056,5.3
858169,6.51
858246,6.1
858304,6.3
858640,6.95
858937,7.6
859457,6.2
860036,5.8
860273,6.65
860927,6.8
861329,4.9
861589,5.0
861970,4.9
862145,5.7
862294,7.76
862912,7.49
863293,6.6
863301,5.8
863557,5.9
863666,5.7
863778,5.3
863798,4.1
863947,6.4
864122,5.6
864525,4.45
864708,6.4
864808,8.3
864838,5.9
864956,7.4
865011,7.4
865293,5.65
865660,5.0
865699,6.0
866132,4.7
866561,3.35
867078,2.6
867080,8.0
867188,5.7
867284,8.1
867414,6.8
867908,5.8
868403,5.1
869431,6.3
869677,6.8
869814,5.0
870771,5.4
870813,7.1
870886,5.9
871090,5.8
871227,7.0
871338,6.6
871465,5.5
871680,6.5
872834,5.6
873005,5.8
873278,7.9
873304,6.7
873405,6.6
873541,7.4
873647,7.55
873849,7.9
874013,6.9
874019,5.4
874068,6.41
875007,6.1
875401,7.2
875719,8.2
876243,6.5
876423,3.4
876695,5.3
876892,6.53
877964,5.6
878133,6.8
878311,6.6
879431,6.95
879934,7.9
880175,3.2
880234,4.5
880418,5.7
880573,6.1
880949,6.9
881151,4.2
881651,6.5
882180,6.3
882349,7.1
882351,6.95
882383,7.46
882559,6.69
882699,5.0
883004,6.6
883156,6.87
883593,6.6
883800,6.9
884725,6.1
884877,6.5
884949,6.8
885307,6.55
885681,7.07
885882,8.3
886069,6.5
886070,5.84
886439,6.6
886846,5.8
886961,7.17
888498,2.1
889112,6.05
890014,5.3
890214,2.8
890391,6.0
890769,5.18
890902,5.1
891217,2.7
891386,5.2
891694,5.83
891975,7.4
892072,6.4
892086,2.0
892096,6.8
892242,5.55
892491,7.3
893271,6.6
894123,6.21
894815,6.2
895011,5.5
895446,6.1
895585,7.4
895892,2.6
895914,7.6
897004,8.3
897096,6.0
897239,5.4
897312,7.75
897524,6.9
897620,3.65
897862,7.6
898320,5.2
898762,6.73
898805,5.9
899045,4.45
899487,4.75
899685,6.45
900613,8.07
900753,7.5
900839,3.9
901105,4.85
901125,6.15
901136,6.8
901367,6.2
901465,7.6
902062,6.0
902257,7.0
902386,6.81
902798,6.3
902891,6.75
903426,6.2
904540,6.7
904768,5.1
905024,4.3
905336,4.2
905878,4.7
906819,6.93
907062,7.1
907637,5.5
907961,5.6
908170,7.1
908563,5.95
908878,5.1
908967,8.8
909180,5.83
909674,4.4
909720,4.0
909888,5.4
910141,6.34
910453,6.2
910736,4.6
910819,4.8
911046,6.9
912262,5.8
912268,5.1
912617,5.77
912872,7.4
913069,7.7
913080,6.05
913276,7.6
913695,6.4
913825,5.4
913936,8.2
913979,6.05
914049,4.85
914610,6.6
914654,5.4
915385,7.15
915803,7.1
915981,7.9
916130,7.0
916367,5.9
917993,7.9
918248,6.3
918647,4.8
919030,6.7
919077,6.9
919144,5.7
919350,7.1
919567,6.6
920147,6.14
920421,6.1
920503,6.82
920564,7.45
920682,5.95
920802,7.53
920857,6.5
921013,4.1
921166,6.8
921390,7.1
921847,2.4
922129,3.6
922160,5.8
922422,5.8
922599,6.38
922772,8.0
922778,7.3
922974,5.9
923345,6.8
923467,5.0
923534,7.7
923625,8.0
924240,6.8
924457,5.7
925338,7.7
925476,6.0
925582,4.2
925889,7.04
926243,9.0
926407,5.7
927022,3.6
927265,6.9
927710,5.92
927711,6.6
927712,6.55
927723,6.7
928092,8.35
928706,6.39
928708,6.0
928771,6.07
928772,6.4
928844,8.8
928860,4.37
928910,7.1
929059,5.9
929765,8.4
930136,7.0
930346,5.0
930387,7.7
930882,6.8
930914,7.4
930948,6.45
930965,5.5
931302,5.4
931443,5.62
931492,7.06
931555,5.43
931957,7.3
931958,6.42
932203,6.2
933029,7.2
933381,3.9
933531,5.0
933891,8.6
933965,6.7
934249,7.93
934729,6.5
934913,5.7
935495,7.63
935519,6.6
935771,7.4
935846,4.7
936352,4.1
936867,6.7
937111,5.15
937244,7.1
937332,6.5
937417,5.9
938102,6.0
938215,6.2
938455,4.9
938538,6.7
938559,7.1
939399,7.0
939402,5.3
939408,5.8
939480,3.9
940213,7.05
940260,6.7
940548,8.2
941023,6.4
941448,7.2
941557,5.3
942093,4.9
942114,4.3
942355,6.6
942571,6.6
942858,6.7
943166,7.0
943405,6.1
943592,7.1
943665,3.6
943700,4.6
944271,6.1
944829,3.8
944873,6.4
945169,6.25
945356,5.7
945377,7.6
945446,4.9
946196,6.5
946369,6.8
946444,5.35
946599,4.9
947260,7.1
947463,6.8
947634,6.1
947801,5.9
947821,5.8
948389,6.25
948863,4.6
949938,5.0
949965,6.0
949989,6.43
950879,7.35
951246,4.1
951247,5.8
951456,5.6
951565,3.8
951954,6.5
951961,5.8
952070,6.4
952120,7.4
952159,7.7
952839,6.2
953428,7.2
953638,5.5
953727,7.1
954344,5.1
954547,5.6
954881,2.9
956723,5.6
956749,6.93
957171,6.2
957331,7.32
957600,3.7
957692,6.7
957905,7.3
957951,7.3
958038,6.2
958510,5.0
958643,5.3
958833,6.8
959534,7.5
959548,4.1
959784,7.03
960478,2.9
960556,7.07
960884,7.1
961200,4.8
961463,7.6
961658,5.4
962178,2.7
962883,3.7
963409,6.53
964191,6.5
964208,5.93
964902,5.6
964935,2.8
965089,6.3
965199,7.3
966162,8.0
966635,6.3
966674,7.3
966749,6.2
967552,6.1
967685,5.7
968151,6.75
969892,5.57
970424,5.6
970475,6.9
970709,6.6
970937,7.0
971164,7.1
971756,6.2
971797,6.8
971923,6.4
971952,7.1
972137,6.4
972801,4.35
973858,6.2
974029,6.7
974331,5.8
974656,4.5
975436,5.1
975441,5.1
975494,3.6
975571,6.4
975586,7.8
975920,8.0
976491,5.25
976589,4.6
976662,6.3
977406,5.4
977681,8.2
977746,6.5
977997,5.5
978538,4.95
978652,6.4
978703,5.8
978911,5.7
979035,5.52
979264,5.2
979461,5.56
979523,7.8
979734,6.5
980013,5.6
980439,6.7
980512,6.1
980977,7.1
980981,4.33
980986,3.6
981131,4.5
981172,7.55
981454,7.3
981720,7.8
981821,6.12
981822,5.13
982170,6.5
982549,4.1
982726,7.1
983198,8.2
983526,6.55
983829,6.1
984223,6.4
984329,5.5
984557,7.6
984617,7.2
984639,6.1
985031,5.8
985140,7.7
985174,7.0
985215,6.74
986108,8.2
986222,3.6
986552,5.8
986700,6.9
986842,3.9
986854,6.1
987060,7.2
987173,7.1
987425,6.93
987428,6.6
988002,6.45
988541,6.03
988997,5.85
989126,5.5
989143,7.7
989163,9.3
989313,7.4
989335,6.8
989352,7.2
989899,5.8
990098,7.5
990438,3.87
990474,8.2
990815,2.9
990986,4.2
991289,6.75
991535,6.8
991864,6.1
992103,3.8
992400,5.9
992415,6.9
992529,6.8
992579,7.56
992622,6.8
992699,4.3
993282,8.0
993380,6.3
993408,7.4
993777,7.6
993778,6.8
993816,5.8
994026,5.8
994083,6.3
994659,1.9
994723,8.4
995299,7.1
995960,7.2
996037,7.0
996065,5.2
996397,6.5
996441,6.7
996478,7.5
996708,7.3
997119,6.1
997173,6.8
999134,7.8
1000370,7.63
1000936,6.6
1001089,6.25
1001675,6.65
1001834,6.3
1002091,5.2
1002407,6.0
1002579,7.9
1002863,7.1
1003738,5.2
1004060,6.1
1004155,5.6
1004588,7.5
1004682,6.6
1004892,5.6
1005169,7.9
1005694,6.1
1005898,7.3
1005950,8.08
1005958,6.67
1006246,5.8
1006358,7.1
1006367,5.07
1006886,4.2
1007029,7.77
1007482,5.55
1008244,6.7
1008280,5.4
1008332,6.8
1008385,5.7
1008484,5.7
1008537,5.98
1008719,7.1
1008758,6.7
1009545,3.4
1009801,6.98
1009892,4.3
1009997,7.6
1011120,5.5
1011288,4.1
1011480,6.3
1011507,7.07
1011744,2.3
1012380,6.4
1012383,6.3
1013220,6.65
1013339,6.7
1013384,6.08
1013588,7.95
1013601,5.3
1013622,5.8
1013631,6.25
1013940,6.7
1014227,5.4
1014952,5.65
1015274,5.2
1015421,5.3
1015526,6.65
1015586,7.16
1016006,6.2
1016043,7.2
1016139,6.7
1016452,6.94
1016599,5.1
1016950,4.5
1017162,5.2
1017471,7.47
1018320,6.6
1018617,6.5
1018938,5.3
1019025,8.9
1019156,6.2
1019157,4.85
1019365,5.77
1020044,6.3
1020262,5.5
1020797,6.6
1021015,7.9
1021428,4.85
1021463,6.59
1021618,7.5
1021627,6.0
1021813,5.43
1022303,6.2
1023110,2.9
1023144,7.1
1023211,6.3
1023399,6.31
1023533,6.16
1024157,5.1
1024262,5.5
1024565,5.5
1024794,6.7
1024956,7.4
1025156,5.7
1025259,6.48
1025839,6.0
1025984,7.6
1026375,6.3
1026437,5.0
1026444,5.0
1026725,7.2
1027423,4.0
1027532,4.4
1027752,6.8
1028051,6.2
1028912,6.0
1028991,8.3
1029240,4.2
1029727,5.0
1030755,6.9
1031649,6.35
1032080,8.8
1032124,6.5
1032597,7.65
1032740,7.4
1033695,2.6
1033876,7.6
1034227,6.0
1034518,2.75
1034714,6.05
1034734,8.1
1034756,6.55
1035357,5.3
1035919,7.5
1035968,7.8
1036126,5.5
1036403,5.8
1037019,5.3
1037144,6.45
1037179,3.0
1037401,5.57
1037735,5.8
1038120,7.23
1038358,5.35
1038376,5.5
1040043,7.56
1040744,5.47
1041167,7.1
1042158,5.1
1042167,7.1
1042444,5.3
1042659,7.64
1042669,3.5
1043992,6.5
1044142,7.2
1044176,5.9
1044458,6.8
1044487,7.3
1044635,6.2
1044648,5.78
1044742,7.1
1044865,5.9
1044923,4.43
1045025,6.0
1045355,7.3
1045382,7.6
1045515,6.0
1045703,7.3
1045787,4.8
1045935,7.3
1046026,7.8
1046070,4.3
1046287,4.32
1046309,5.93
1046450,6.6
1046907,5.1
1046929,6.8
1047203,5.0
1047294,5.55
1047411,6.8
1047536,2.9
1048247,5.54
1048272,5.6
1048861,4.1
1048979,6.1
1049096,6.7
1049329,6.45
1050096,6.6
1050203,5.3
1050646,6.68
1050917,5.4
1050931,3.6
1051202,7.0
1052041,5.2
1052122,5.9
1052272,6.0
1052353,6.65
1052581,7.6
1052724,5.7
1052744,6.6
1052811,5.9
1052972,6.8
1053304,7.6
1053390,6.4
1053596,6.35
1053809,6.7
1053929,6.2
1054187,6.45
1054561,4.9
1054643,6.1
1054726,6.05
1055037,5.3
1055076,5.32
1055303,6.45
1055331,6.3
1055380,4.85
1056337,3.3
1057052,6.3
1057138,4.4
1057290,4.3
1057295,6.5
1057394,7.4
1057768,4.78
1057942,5.8
1058094,6.55
1058415,8.04
1058456,4.7
1058931,5.9
1058952,7.2
1059022,5.8
1059313,6.05
1059563,5.9
1059753,4.4
1060043,7.07
1060225,7.4
1060971,7.25
1061296,5.59
1061325,6.73
1061534,6.68
1061549,6.6
1061555,4.5
1061819,5.83
1061825,5.16
1062157,4.6
1062215,6.3
1062437,5.9
1062483,7.2
1062574,6.7
1062584,4.71
1062746,6.8
1063019,7.0
1063089,7.0
1063119,6.6
1063241,7.05
1063323,6.4
1063341,7.1
1063441,6.4
1063478,5.1
1063492,7.2
1063583,3.8
1063773,7.27
1063882,4.3
1064027,6.57
1064100,6.0
1064308,3.7
1064377,6.2
1064450,8.0
1064493,6.23
1064777,6.1
1064793,3.2
1064853,6.08
1064974,5.8
1065189,7.2
1066128,6.4
1066267,5.12
1066435,6.4
1066592,6.74
1067013,2.8
1067234,6.6
1067784,4.3
1067818,6.1
1068321,7.7
1068395,6.3
1068692,6.2
1069160,4.3
1070779,5.05
1070995,7.9
1071305,6.0
1071387,6.8
1071395,5.27
1071432,5.5
1071487,5.74
1071813,7.4
1071838,5.5
1072097,6.3
1072219,7.0
1072954,6.9
1072993,6.9
1073834,7.8
1073842,6.2
1074001,6.4
1074143,7.08
1074472,6.8
1074719,6.5
1075205,4.8
1075263,4.1
1075512,4.4
1075591,5.4
1075780,5.3
1076050,7.0
1076130,4.75
1076321,5.7
1076334,7.2
1076453,6.07
1076790,6.8
1077220,6.6
1077291,7.2
1077294,5.4
1077415,6.1
1077525,8.0
1077834,5.45
1078093,7.3
1078248,5.2
1079390,7.6
1079558,6.7
1079629,5.9
1079885,6.8
1080847,6.0
1080922,6.9
1080996,5.46
1081199,6.8
1081528,7.27
1081733,7.6
1082437,7.1
1082493,4.9
1083316,7.37
1083839,3.4
1084236,6.8
1084270,7.03
1084976,7.25
1085022,7.0
1085076,7.3
1085119,7.5
1086117,5.1
1086710,6.8
1087564,6.8
1087713,5.25
1087899,3.2
1088348,7.0
1089109,5.1
1089145,4.0
1089445,4.3
1089535,8.6
1089581,6.73
1089899,7.7
1090385,8.7
1091274,5.5
1092123,7.9
1092281,6.5
1092658,6.4
1092741,6.8
1093936,7.2
1093998,8.5
1094016,4.1
1094235,6.0
1094293,6.9
1094299,7.4
1094317,8.0
1094573,4.8
1094597,4.1
1095132,5.15
1095219,7.1
1095253,7.6
1095655,6.67
1095835,5.9
1096614,6.33
1096762,9.0
1096942,7.0
1097084,6.9
1097296,6.7
1097361,5.4
1097382,6.4
1097474,5.4
1097894,6.23
1098815,6.25
1099366,5.2
1099446,7.1
1099674,6.0
1100240,7.5
1100524,6.4
1100570,6.4
1100647,7.03
1101066,7.0
1101099,6.61
1101168,7.12
1101393,4.45
1101468,7.9
1101636,7.35
1101741,5.8
1101747,4.1
1102537,6.7
1103858,5.5
1104224,7.16
1104785,2.4
1105158,5.93
1105637,7.36
1105879,6.1
1105944,7.5
1105957,2.6
1105973,3.9
1106254,6.1
1106430,4.8
1106674,5.25
1107078,7.5
1107220,6.8
1107430,6.7
1108076,6.72
1108297,7.44
1108307,2.2
1108360,5.3
1108472,5.98
1108797,6.3
1109061,6.6
1109073,6.4
1109349,7.5
1109477,6.7
1109847,7.0
1110335,7.4
1110680,4.97
1110920,6.6
1111109,6.6
1111166,6.5
1112597,7.0
1112776,4.4
1113687,6.0
1113827,6.0
1114010,6.3
1114157,8.15
1114182,6.2
1114469,6.5
1114647,6.8
1115356,5.72
1115569,4.28
1116394,6.4
1116477,4.9
1117080,6.95
1117196,4.8
1117442,5.1
1117666,7.0
1117767,7.6
1117865,6.65
1117913,7.1
1118050,6.5
1118095,6.3
1118403,6.7
1118488,7.35
1119996,8.2
1120153,5.6
1120562,7.7
1120571,6.1
1121465,7.6
1121851,5.8
1122532,6.82
1122679,6.95
1123105,6.2
1124064,7.5
1124073,6.85
1124079,7.3
1124284,3.5
1125143,5.9
1125157,6.6
1126295,5.2
1126383,6.3
1126566,7.7
1127147,3.2
1127839,4.8
1129194,6.9
1129386,4.4
1129446,4.7
1129561,6.4
1129743,7.4
1130095,1.7
1130626,6.8
1130691,8.5
1131106,6.63
1131146,6.4
1131161,4.8
1131180,5.7
1131610,5.5
1131797,5.5
1131904,6.7
1131930,7.7
1131935,7.4
1132707,5.9
1132786,6.8
1132894,5.9
1133177,7.2
1134038,7.55
1134067,7.6
1134336,6.1
1134405,5.4
1134699,4.5
1134925,6.9
1135420,6.3
1135442,6.3
1135668,7.3
1135706,5.27
1135981,5.1
1136123,4.3
1136997,7.1
1137283,6.95
1137315,7.3
1137484,7.03
1138287,7.1
1138358,4.5
1138403,5.25
1138576,6.6
1138734,5.8
1138774,6.6
1138974,7.4
1139065,6.2
1139103,8.66
1139156,6.2
1140133,7.07
1140675,6.7
1140903,7.25
1140907,5.7
1141153,4.5
1141171,6.9
1141274,6.13
1141311,7.8
1141569,7.14
1142210,5.35
1142737,7.7
1143785,6.5
1144544,6.7
1144612,5.6
1145897,7.9
1146258,4.45
1146505,7.05
1146741,7.2
1146763,5.8
1147201,5.0
1147349,6.3
1147446,5.0
1147504,7.2
1148100,4.45
1148268,5.1
1148301,5.4
1149123,6.5
1149163,5.45
1149183,7.37
1149251,7.2
1149296,8.2
1149497,6.0
1149831,7.7
1149880,5.5
1150187,4.3
1150463,5.1
1151098,6.9
1151455,7.2
1152086,8.4
1152099,6.0
1152708,7.0
1152935,4.1
1154412,5.4
1154415,5.7
1154419,6.83
1154638,5.9
1155231,6.4
1155592,4.5
1155893,5.3
1156211,7.9
1156330,4.6
1156400,4.8
1156677,7.1
1156790,6.4
1156814,5.89
1156828,6.25
1157192,6.73
1157213,6.3
1157301,6.77
1157359,3.8
1157697,6.9
1157884,7.0
1158044,5.1
1158064,6.4
1158886,2.8
1159220,5.4
1159526,6.1
1159718,3.1
1160497,2.8
1160692,6.8
1161044,6.2
1161081,6.9
1161335,8.3
1161568,6.3
1161723,5.4
1162427,5.5
1162752,6.1
1163218,5.57
1163332,4.63
1163723,6.4
1163953,6.8
1164181,5.6
1164619,6.4
1165092,5.1
1165133,7.2
1165178,5.2
1165784,4.3
1166384,6.1
1166469,5.9
1167072,5.8
1167182,8.3
1167342,6.7
1167451,4.3
1167553,5.8
1168073,3.65
