Actor,Rating
1154056,5.3
1154058,2.7
1154070,6.5
1154072,6.2
1154075,5.3
1154087,6.9
1154091,7.85
1154096,7.15
1154102,7.9
1154105,7.3
1154122,7.3
1154127,3.4
1154137,8.7
1154153,5.5
1154159,6.2
1154166,7.3
1154177,6.1
1154206,6.9
1154207,7.0
1154213,7.9
1154219,8.4
1154263,6.6
1154276,4.9
1154277,6.4
1154279,5.7
1154288,4.78
1154292,5.2
1154293,5.5
1154334,6.25
1154351,7.6
1154353,5.2
1154379,7.3
1154389,6.9
1154396,6.8
1154412,6.73
1154417,7.1
1154419,8.4
1154420,6.8
1154421,5.65
1154423,5.7
1154428,6.97
1154450,6.2
1154451,6.0
1154463,8.2
1154464,6.8
1154467,6.1
1154476,8.0
1154481,6.4
1154492,4.7
1154503,7.2
1154505,8.7
1154518,5.5
1154519,7.7
1154544,5.5
1154557,6.3
1154564,5.4
1154588,6.0
1154607,6.2
1154616,8.15
1154631,6.9
1154635,5.2
1154684,5.5
1154691,6.8
1154695,5.97
1154697,6.9
1154698,5.9
1154711,6.07
1154712,5.8
1154714,5.82
1154728,5.9
1154729,5.65
1154756,4.8
1154764,8.0
1154786,6.5
1154863,5.98
1154892,7.8
1154897,6.27
1154902,6.2
1154912,4.8
1154934,7.3
1154940,4.8
1154960,5.39
1154962,5.9
1154998,6.2
1155018,3.2
1155041,6.7
1155043,6.8
1155051,8.2
1155058,6.0
1155070,5.5
1155083,6.3
1155138,6.68
1155161,6.8
1155167,6.7
1155187,5.35
1155190,5.75
1155196,7.8
1155204,7.1
1155210,8.1
1155240,2.7
1155246,5.4
1155262,6.35
1155291,3.7
1155315,6.07
1155322,5.85
1155336,6.7
1155346,5.37
1155355,6.44
1155373,7.13
1155390,6.65
1155400,5.95
1155421,7.7
1155432,6.85
1155438,5.9
1155442,6.1
1155447,4.4
1155452,4.6
1155453,3.9
1155461,5.7
1155465,6.1
1155482,4.6
1155483,7.0
1155484,4.6
1155489,3.0
1155490,5.8
1155510,5.1
1155513,6.77
1155520,5.6
1155532,6.93
1155533,6.6
1155561,6.7
1155563,5.9
1155568,6.2
1155570,7.03
1155582,6.6
1155592,5.55
1155597,3.3
1155610,6.3
1155636,2.4
1155639,2.4
1155676,5.5
1155679,6.0
1155690,3.2
1155697,4.9
1155704,6.1
1155723,6.0
1155735,8.0
1155744,6.86
1155751,6.5
1155753,7.2
1155755,7.5
1155758,6.1
1155766,5.6
1155775,7.0
1155778,6.97
1155787,5.1
1155793,6.0
1155800,7.2
1155808,6.94
1155820,4.8
1155837,6.42
1155844,7.7
1155855,7.0
1155874,6.1
1155879,6.65
1155884,6.53
1155895,7.3
1155902,6.9
1155947,6.2
1155948,8.7
1155961,6.6
1155962,6.52
1155963,6.19
1155972,7.7
1155979,5.91
1155981,5.3
1155985,5.6
1155987,6.0
1155988,3.7
1155989,5.9
1156004,6.4
1156022,3.5
1156023,4.8
1156025,5.5
1156029,6.9
1156044,6.7
1156051,5.7
1156055,7.2
1156058,6.33
1156064,6.5
1156072,7.4
1156073,5.7
1156085,4.3
1156086,7.1
1156116,6.87
1156117,7.0
1156128,6.9
1156141,6.35
1156156,5.5
1156159,6.4
1156179,6.4
1156180,6.7
1156185,6.8
1156203,6.3
1156212,5.6
1156213,6.8
1156251,6.5
1156253,6.9
1156264,6.6
1156276,6.6
1156291,6.16
1156317,7.4
1156330,5.2
1156331,8.0
1156343,7.2
1156363,6.2
1156376,7.1
1156378,7.26
1156392,7.8
1156399,6.19
1156400,6.26
1156405,6.0
1156421,6.5
1156429,6.7
1156430,6.3
1156442,6.0
1156448,3.3
1156454,7.0
1156460,7.9
1156494,6.8
1156579,7.1
1156589,7.2
1156592,4.0
1156593,6.17
1156606,7.4
1156630,4.8
1156636,4.8
1156649,7.9
1156652,5.7
1156654,6.2
1156665,7.1
1156667,6.14
1156677,7.1
1156695,3.5
1156699,3.4
1156709,6.0
1156712,5.8
1156715,7.7
1156718,6.6
1156724,6.7
1156726,5.1
1156727,6.0
1156728,7.0
1156749,7.1
1156751,6.38
1156752,7.4
1156755,7.01
1156758,5.3
1156763,6.27
1156782,4.85
1156790,7.27
1156813,5.7
1156814,6.05
1156820,6.63
1156825,5.6
1156848,7.33
1156857,4.2
1156861,6.45
1156863,5.55
1156870,6.9
1156875,6.88
1156876,8.1
1156882,5.2
1156905,7.6
1156912,6.0
1156913,5.27
1156969,6.3
1156989,6.7
1156990,5.9
1156999,6.75
1157000,6.0
1157002,6.3
1157026,6.1
1157034,6.2
1157042,7.8
1157053,6.7
1157064,6.7
1157068,6.0
1157086,6.38
1157092,6.7
1157095,6.6
1157102,4.4
1157115,7.6
1157120,6.0
1157137,6.4
1157152,7.2
1157154,6.0
1157160,5.4
1157169,6.2
1157182,5.65
1157184,6.4
1157189,7.2
1157201,5.1
1157206,4.8
1157209,6.5
1157210,7.2
1157211,6.6
1157213,6.3
1157220,5.9
1157221,6.6
1157223,4.7
1157234,7.55
1157248,6.4
1157249,5.8
1157260,4.4
1157266,6.4
1157275,6.6
1157305,7.3
1157308,5.0
1157317,5.6
1157319,6.4
1157320,4.75
1157324,5.9
1157328,8.1
1157336,7.1
1157345,6.5
1157350,5.34
1157356,5.3
1157357,6.6
1157359,5.93
1157363,6.7
1157368,6.3
1157383,5.43
1157386,7.4
1157390,5.0
1157391,6.8
1157399,5.8
1157400,5.6
1157412,6.3
1157417,6.97
1157437,6.03
1157438,8.5
1157464,7.27
1157483,6.6
1157487,5.88
1157495,5.7
1157499,5.8
1157500,6.75
1157516,6.86
1157517,7.1
1157533,6.0
1157537,6.53
1157558,4.1
1157559,6.7
1157564,6.8
1157570,5.35
1157572,6.15
1157580,6.1
1157588,7.4
1157603,6.4
1157607,6.0
1157625,6.72
1157627,3.6
1157632,6.97
1157639,5.3
1157656,7.3
1157665,7.7
1157668,4.7
1157672,5.07
1157676,7.45
1157680,5.7
1157682,6.5
1157686,6.6
1157690,7.2
1157691,6.99
1157702,8.0
1157704,6.2
1157728,7.5
1157730,7.4
1157740,6.4
1157748,6.7
1157752,6.9
1157755,6.3
1157757,7.3
1157788,8.0
1157812,6.2
1157843,6.7
1157852,5.9
1157856,8.0
1157870,5.75
1157886,6.7
1157890,3.8
1157891,5.93
1157894,7.9
1157902,6.8
1157912,7.9
1157915,5.35
1157919,7.3
1157926,7.2
1157927,8.3
1157943,5.6
1157956,6.98
1157959,5.1
1157962,1.9
1157965,7.6
1157969,5.5
1157973,6.27
1157978,4.5
1157995,5.5
1158012,3.7
1158017,6.3
1158044,2.2
1158045,5.75
1158047,5.4
1158055,7.9
1158075,6.88
1158079,8.4
1158115,4.45
1158118,5.0
1158125,5.0
1158127,7.6
1158131,6.2
1158137,3.55
1158138,6.3
1158161,6.6
1158171,6.9
1158187,4.6
1158195,3.8
1158202,6.5
1158214,5.2
1158218,7.4
1158240,6.4
1158252,7.2
1158258,6.6
1158266,6.3
1158267,5.5
1158274,6.8
1158277,6.3
1158289,4.8
1158299,5.1
1158304,7.5
1158307,7.1
1158313,6.15
1158321,4.8
1158324,6.5
1158325,6.3
1158329,4.6
1158331,5.8
1158343,5.95
1158354,6.8
1158362,5.0
1158384,4.9
1158385,7.9
1158386,4.8
1158395,6.67
1158405,4.4
1158418,4.25
1158421,7.1
1158423,5.5
1158428,6.72
1158434,6.7
1158452,5.1
1158453,6.2
1158456,5.3
1158464,4.8
1158475,7.5
1158505,4.5
1158507,7.0
1158519,5.7
1158547,7.1
1158556,4.3
1158557,5.3
1158564,3.8
1158565,6.4
1158566,6.4
1158569,5.3
1158575,5.7
1158582,6.8
1158583,7.05
1158588,6.5
1158590,7.2
1158600,2.8
1158606,6.7
1158607,6.7
1158614,6.4
1158629,7.4
1158630,7.9
1158640,6.6
1158649,5.84
1158657,6.13
1158662,6.38
1158664,4.3
1158665,6.7
1158668,7.6
1158672,6.2
1158674,5.85
1158679,5.2
1158687,7.5
1158688,7.7
1158689,6.2
1158698,5.8
1158713,7.1
1158721,6.7
1158728,7.0
1158735,7.7
1158779,8.0
1158783,7.13
1158785,6.4
1158786,6.8
1158787,7.1
1158788,6.77
1158794,7.8
1158799,5.4
1158800,2.7
1158833,7.2
1158836,4.8
1158847,6.37
1158865,8.7
1158869,6.7
1158886,6.86
1158888,6.5
1158914,5.7
1158932,4.63
1158934,6.3
1158937,5.2
1158957,5.9
1158968,4.1
1158970,7.6
1158981,6.2
1158984,6.1
1158994,6.6
1158996,5.4
1158999,6.2
1159010,8.0
1159012,6.9
1159024,5.1
1159030,7.4
1159033,5.0
1159040,6.4
1159051,5.6
1159071,6.95
1159085,6.07
1159086,6.9
1159088,7.45
1159095,5.55
1159120,6.2
1159130,7.2
1159138,3.7
1159149,6.6
1159155,4.1
1159181,6.4
1159182,6.4
1159194,8.4
1159201,7.3
1159209,8.7
1159217,5.9
1159219,7.0
1159220,4.35
1159221,6.15
1159237,7.0
1159239,7.05
1159275,6.7
1159303,5.4
1159340,6.4
1159354,4.8
1159355,7.6
1159359,6.91
1159368,6.6
1159371,6.26
1159372,5.5
1159382,5.25
1159396,7.22
1159397,5.3
1159400,6.8
1159410,5.5
1159412,7.3
1159425,7.0
1159439,4.9
1159455,6.55
1159463,5.75
1159464,7.4
1159480,4.87
1159481,6.8
1159487,5.4
1159516,6.9
1159518,6.0
1159532,2.3
1159547,6.0
1159562,7.1
1159563,4.1
1159573,4.3
1159610,4.5
1159612,7.4
1159616,6.3
1159618,5.2
1159623,4.0
1159638,5.5
1159645,5.1
1159654,6.35
1159656,5.1
1159657,7.08
1159667,7.4
1159680,6.9
1159688,6.5
1159708,7.5
1159716,5.9
1159718,4.25
1159720,6.3
1159723,6.25
1159730,6.8
1159735,6.9
1159750,6.7
1159751,7.7
1159757,7.5
1159766,6.1
1159771,8.0
1159795,4.7
1159810,6.7
1159824,6.6
1159825,5.85
1159835,6.5
1159842,5.0
1159848,6.7
1159871,8.1
1159875,5.0
1159878,6.7
1159885,6.8
1159889,6.4
1159937,5.1
1159940,4.6
1159943,6.6
1159959,6.5
1159966,5.9
1159973,4.7
1159975,6.9
1159977,5.9
1159984,5.7
1159988,4.25
1159990,5.7
1159991,5.45
1160013,7.3
1160033,6.4
1160047,6.0
1160049,6.15
1160050,5.6
1160051,2.25
1160058,6.1
1160074,4.9
1160075,7.4
1160086,7.2
1160087,5.1
1160089,5.8
1160101,6.2
1160130,6.3
1160135,6.3
1160146,7.15
1160154,5.35
1160155,6.8
1160156,7.0
1160161,7.5
1160164,6.5
1160167,6.5
1160172,5.67
1160174,5.41
1160182,5.7
1160183,5.9
1160187,3.2
1160192,7.0
1160197,6.3
1160205,7.5
1160207,4.2
1160212,2.8
1160223,2.0
1160251,5.1
1160259,6.0
1160280,6.5
1160287,6.0
1160288,6.1
1160307,8.1
1160309,5.9
1160337,6.5
1160342,7.5
1160361,7.2
1160389,5.07
1160450,6.6
1160459,6.7
1160474,3.0
1160482,7.12
1160483,7.2
1160498,6.4
1160501,7.33
1160504,2.2
1160513,6.2
1160516,6.25
1160520,6.7
1160543,3.9
1160557,7.55
1160559,4.4
1160569,7.1
1160580,6.2
1160582,6.8
1160601,7.1
1160605,7.0
1160606,6.2
1160616,6.4
1160635,5.0
1160640,5.2
1160641,6.6
1160647,5.25
1160651,5.5
1160699,2.0
1160701,5.7
1160702,6.35
1160705,7.5
1160712,7.6
1160718,7.7
1160758,7.45
1160792,6.9
1160808,6.2
1160827,6.7
1160831,7.0
1160841,8.0
1160891,5.9
1160904,6.2
1160905,7.2
1160916,7.1
1160926,6.85
1160928,7.3
1160934,7.6
1160936,6.7
1160958,3.8
1160971,3.0
1160980,6.3
1160999,7.0
1161010,6.47
1161017,5.85
1161018,4.72
1161035,6.6
1161043,6.4
1161046,7.6
1161055,2.8
1161067,2.7
1161081,5.9
1161110,6.8
1161112,6.85
1161132,7.2
1161133,7.4
1161135,5.9
1161173,8.0
1161174,7.4
1161176,7.5
1161184,7.3
1161199,7.5
1161201,5.85
1161208,7.7
1161214,7.0
1161227,6.5
1161228,6.3
1161235,7.2
1161240,7.0
1161251,4.4
1161253,6.8
1161256,5.9
1161260,6.5
1161269,3.1
1161286,6.2
1161293,4.7
1161300,8.6
1161348,5.9
1161349,7.8
1161361,7.9
1161377,6.85
1161381,6.09
1161383,5.8
1161405,6.57
1161408,7.12
1161411,6.2
1161418,6.09
1161420,5.0
1161449,3.73
1161454,5.5
1161463,7.29
1161467,6.7
1161471,5.3
1161478,1.5
1161482,5.4
1161486,4.55
1161491,3.8
1161500,7.4
1161511,7.9
1161512,7.25
1161517,6.4
1161529,6.45
1161530,8.1
1161555,7.1
1161558,6.4
1161559,4.1
1161564,5.3
1161566,7.0
1161567,6.9
1161568,6.3
1161573,3.8
1161600,5.2
1161606,6.87
1161608,3.9
1161617,4.4
1161618,4.8
1161619,5.83
1161659,6.5
1161663,5.28
1161673,3.0
1161674,5.35
1161688,4.5
1161689,5.4
1161691,7.7
1161699,6.9
1161710,6.5
1161721,7.2
1161722,5.8
1161733,7.3
1161734,6.7
1161754,5.8
1161768,5.4
1161775,6.7
1161784,3.7
1161795,7.6
1161801,7.5
1161807,5.92
1161813,6.5
1161830,3.5
1161834,7.3
1161838,7.4
1161842,6.2
1161852,7.37
1161878,5.7
1161886,5.9
1161891,6.51
1161892,4.77
1161899,3.3
1161913,5.6
1161915,6.92
1161943,5.45
1161956,7.5
1161982,5.03
1161989,6.7
1161995,6.4
1162002,6.3
1162008,4.7
1162017,7.4
1162029,5.8
1162033,5.6
1162038,7.7
1162045,4.9
1162053,7.05
1162068,7.1
1162075,6.4
1162098,6.1
1162116,6.55
1162136,5.6
1162148,6.38
1162169,6.6
1162172,6.3
1162184,3.1
1162201,6.5
1162246,7.15
1162263,5.2
1162275,6.4
1162295,6.5
1162302,6.7
1162307,6.3
1162308,6.64
1162310,6.5
1162317,7.2
1162325,4.9
1162328,6.6
1162331,5.35
1162333,5.5
1162345,5.1
1162346,5.1
1162350,6.55
1162352,2.8
1162358,6.8
1162381,6.1
1162384,6.0
1162394,7.4
1162409,6.3
1162424,7.65
1162432,4.9
1162452,2.9
1162455,6.2
1162462,7.3
1162481,7.0
1162482,4.6
1162514,6.81
1162517,7.7
1162524,7.0
1162531,5.1
1162554,7.2
1162555,1.9
1162559,7.7
1162565,3.8
1162577,5.6
1162578,5.63
1162608,4.7
1162616,5.35
1162641,4.1
1162651,7.5
1162690,7.5
1162696,7.3
1162756,6.8
1162763,4.7
1162784,1.9
1162785,6.75
1162804,5.7
1162805,6.53
1162842,6.3
1162854,6.5
1162866,6.47
1162867,6.05
1162877,6.6
1162880,3.2
1162881,4.8
1162931,6.9
1162955,6.5
1162974,8.0
1162996,6.0
1163008,6.9
1163010,5.6
1163012,4.4
1163019,6.5
1163024,6.5
1163054,7.5
1163062,7.3
1163070,6.6
1163079,6.2
1163080,4.75
1163084,4.05
1163133,6.5
1163150,5.7
1163155,6.5
1163158,7.7
1163173,3.3
1163176,6.8
1163218,5.8
1163224,4.7
1163227,4.5
1163229,3.7
1163236,6.8
1163282,4.9
1163283,6.1
1163296,3.6
1163303,6.0
1163332,5.25
1163346,8.5
1163350,4.4
1163356,6.35
1163374,5.4
1163376,5.6
1163380,7.1
1163403,5.8
1163449,5.4
1163452,5.0
1163454,7.0
1163460,3.0
1163466,2.6
1163477,6.0
1163482,5.7
1163486,5.7
1163490,4.8
1163514,7.6
1163521,5.2
1163529,6.2
1163555,6.0
1163577,6.1
1163586,4.5
1163589,7.1
1163601,6.3
1163613,5.1
1163623,6.05
1163630,7.7
1163647,4.6
1163650,8.7
1163661,7.0
1163662,6.5
1163687,6.72
1163700,6.85
1163706,5.75
1163723,7.35
1163730,5.27
1163741,7.1
1163752,6.2
1163755,5.8
1163760,6.5
1163766,6.2
1163768,7.36
1163779,5.9
1163788,6.4
1163790,4.0
1163791,6.5
1163800,7.35
1163824,6.4
1163830,6.27
1163834,5.1
1163846,6.5
1163852,7.3
1163856,8.4
1163873,5.9
1163879,5.9
1163892,6.9
1163898,7.4
1163904,9.2
1163910,6.83
1163919,6.7
1163921,6.0
1163926,5.8
1163937,7.25
1163957,5.6
1163963,7.3
1163966,4.0
1163973,6.4
1163983,6.0
1163984,7.0
1163985,7.0
1163992,6.2
1163995,4.0
1164006,6.4
1164046,5.9
1164058,5.8
1164080,8.7
1164081,6.78
1164086,5.5
1164087,3.5
1164102,4.8
1164143,6.9
1164157,6.6
1164159,7.0
1164162,7.6
1164169,5.4
1164178,5.2
1164181,3.8
1164183,5.9
1164186,7.6
1164194,8.7
1164200,6.26
1164222,7.4
1164267,5.2
1164273,5.6
1164274,5.65
1164280,7.6
1164283,6.0
1164296,3.2
1164305,7.0
1164308,3.5
1164320,2.8
1164322,5.5
1164329,6.5
1164330,6.8
1164332,6.2
1164344,5.7
1164352,7.0
1164356,8.7
1164366,6.2
1164367,4.8
1164385,8.8
1164387,6.27
1164395,4.7
1164413,5.4
1164414,5.4
1164434,6.3
1164436,7.32
1164437,7.6
1164444,6.1
1164452,7.4
1164474,5.0
1164481,8.3
1164493,6.15
1164494,6.95
1164502,3.9
1164542,5.4
1164562,6.7
1164578,6.1
1164593,5.0
1164606,6.9
1164613,6.95
1164627,7.1
1164633,6.5
1164640,6.9
1164644,6.9
1164659,5.5
1164692,7.5
1164715,7.7
1164727,6.6
1164744,7.4
1164751,5.7
1164756,7.4
1164763,6.8
1164770,5.9
1164781,6.2
1164793,6.6
1164810,5.9
1164816,6.0
1164817,4.3
1164837,5.9
1164867,6.5
1164910,6.1
1164920,6.35
1164929,7.4
1164941,6.1
1164948,4.7
1164957,4.0
1164962,6.55
1164963,7.2
1164996,6.8
1164997,6.93
1165010,3.5
1165017,7.5
1165023,3.9
1165026,7.1
1165063,5.4
1165081,6.1
1165112,6.0
1165123,8.5
1165127,6.7
1165142,5.05
1165156,6.1
1165162,7.2
1165168,6.03
1165171,6.3
1165222,7.1
1165256,8.3
1165261,7.2
1165262,8.1
1165273,4.3
1165282,6.2
1165337,7.0
1165345,6.6
1165361,7.4
1165364,7.8
1165395,4.3
1165409,5.8
1165412,7.6
1165420,3.7
1165431,6.8
1165459,3.6
1165460,5.6
1165470,4.5
1165481,7.7
1165487,6.4
1165489,7.0
1165514,5.2
1165552,5.2
1165642,6.57
1165643,6.9
1165666,7.45
1165679,7.2
1165710,6.2
1165787,5.6
1165805,7.6
1165809,5.6
1165812,8.1
1165819,7.0
1165852,6.5
1165873,7.0
1165919,5.75
1165955,7.15
1165963,8.3
1165968,7.8
1165980,5.83
1166007,7.0
1166021,7.6
1166025,7.2
1166040,6.9
1166049,6.75
1166053,5.5
1166065,6.54
1166068,8.8
1166070,6.45
1166073,7.0
1166094,5.6
1166115,4.83
1166151,7.5
1166161,6.47
1166180,6.5
1166200,4.75
1166206,6.4
1166217,6.9
1166241,6.0
1166253,7.4
1166260,7.2
1166289,6.9
1166311,8.0
1166315,5.1
1166327,8.2
1166335,7.0
1166345,6.5
1166351,2.3
1166370,6.0
1166376,4.0
1166387,4.5
1166396,6.47
1166412,7.13
1166417,6.5
1166428,4.6
1166442,6.37
1166482,5.53
1166514,6.7
1166515,6.2
1166571,6.7
1166585,5.3
1166599,6.4
1166603,7.45
1166632,2.3
1166676,4.2
1166703,7.5
1166712,5.1
1166715,5.1
1166723,7.8
1166750,7.3
1166766,7.3
1166778,5.3
1166779,5.0
1166824,5.4
1166835,7.7
1166874,3.1
1166911,7.9
1166921,6.85
1166951,8.2
1166961,5.75
1166969,7.9
1167025,7.4
1167051,6.41
1167066,6.99
1167067,6.9
1167070,7.5
1167099,6.35
1167105,4.9
1167126,7.5
1167138,7.3
1167140,5.2
1167156,6.5
1167160,7.2
1167167,5.8
1167180,7.1
1167191,7.35
1167196,7.3
1167199,7.3
1167201,5.0
1167228,7.3
1167231,7.6
1167232,6.4
1167245,7.2
1167267,7.8
1167273,5.5
1167285,5.2
1167297,7.0
1167302,7.3
1167304,5.88
1167311,7.6
1167316,6.55
1167350,5.9
1167352,6.2
1167361,6.9
1167363,5.4
1167374,7.8
1167399,6.4
1167406,6.4
1167415,3.8
1167418,3.7
1167425,4.85
1167429,6.0
1167442,7.13
1167446,6.43
1167451,6.0
1167453,6.4
1167484,8.4
1167487,7.3
1167490,6.52
1167493,5.9
1167510,6.7
1167511,5.9
1167520,6.1
1167526,7.3
1167536,4.8
1167542,5.5
1167550,8.3
1167573,5.6
1167598,8.2
1167600,6.8
1167631,6.2
1167649,6.8
1167715,5.9
1167751,5.8
1167779,5.1
1167780,7.4
1167856,7.6
1167864,4.9
1167868,6.0
1167883,7.0
1167897,5.7
1167900,6.6
1167916,6.9
1167942,6.7
1167951,5.7
1167976,7.1
1167980,5.83
1167987,8.0
1168007,7.0
1168011,5.5
1168017,4.9
1168025,6.4
1168039,7.5
1168041,6.8
1168046,7.8
1168050,5.1
1168056,6.98
1168059,6.3
1168070,6.8
1168074,6.8
1168077,7.3
1168088,6.6
1168100,6.4
1168120,5.45
1168124,7.1
1168134,7.4
1168141,6.6
1168149,7.7
1168170,3.2
1168188,6.5
1168189,6.6
1168198,7.5
1168206,6.7
1168213,4.7
1168218,4.6
1168275,1.3
1168286,5.3
1168302,5.6
1168320,6.55
1168332,4.85
1168333,5.6
1168334,7.3
1168342,5.58
1168348,7.3
1168355,6.7
1168362,6.53
1168374,5.2
1168379,5.8
1168389,4.9
1168390,4.9
1168391,5.6
1168392,5.55
1168412,8.9
1168432,4.3
1168436,6.4
1168440,5.9
1168456,5.8
1168478,6.9
1168479,5.3
1168481,6.95
1168494,7.9
1168511,7.2
1168517,7.0
1168523,5.5
1168545,8.0
1168560,6.3
1168567,6.52
1168568,4.2
1168569,7.7
1168575,6.57
1168592,6.2
1168594,6.6
1168603,6.1
1168608,7.2
1168618,7.7
1168639,5.4
1168653,7.7
1168655,5.65
1168674,9.0
1168677,5.9
1168678,4.4
1168680,7.6
1168683,6.1
1168688,6.86
1168704,7.4
1168709,7.1
1168731,4.1
1168769,6.1
1168776,6.46
1168793,6.3
1168800,3.1
1168815,5.1
1168818,6.2
1168833,6.7
1168834,7.6
1168838,5.9
1168857,6.45
1168863,5.03
1168866,4.2
1168880,5.9
1168902,6.32
1168909,4.83
1168915,7.0
1168949,5.55
1168950,4.8
1168956,5.8
1168965,5.52
1168979,3.7
1169012,6.1
1169018,6.2
1169028,5.9
1169030,5.1
1169034,5.65
1169037,7.7
1169072,6.9
1169084,6.7
1169094,5.27
1169096,5.97
1169103,6.2
1169109,6.8
1169118,5.1
1169151,6.9
1169175,6.8
1169219,7.13
1169234,5.1
1169235,5.65
1169244,6.2
1169246,5.9
1169247,5.5
1169249,7.6
1169258,6.9
1169268,5.8
1169299,7.3
1169305,6.5
1169310,7.7
1169320,6.6
1169322,6.3
1169333,6.2
1169352,5.5
1169372,7.4
1169373,7.57
1169374,4.95
1169383,5.2
1169405,5.53
1169412,6.4
1169420,2.7
1169435,7.8
1169440,6.8
1169441,7.22
1169442,4.95
1169443,3.6
1169453,2.3
1169470,7.8
1169471,6.0
1169490,4.6
1169503,7.1
1169528,4.1
1169530,4.8
1169538,5.63
1169544,6.8
1169545,6.88
1169554,5.8
1169563,5.7
1169571,2.2
1169575,5.2
1169590,7.03
1169597,6.2
1169604,6.7
1169637,7.2
1169653,6.7
1169655,7.2
1169672,6.99
1169678,6.6
1169680,6.87
1169682,4.3
1169688,6.97
1169692,6.33
1169699,6.4
1169700,3.7
1169708,7.8
1169727,3.7
1169731,5.5
1169757,6.2
1169758,4.3
1169789,3.6
1169804,6.05
1169813,5.3
1169815,7.3
1169822,4.0
1169826,3.6
1169845,6.2
1169867,7.0
1169884,7.7
1169888,3.6
1169890,7.3
1169894,5.93
1169902,6.9
1169923,6.9
1169946,6.1
1169947,6.03
1169949,7.2
1169961,3.6
1169963,7.8
1169973,7.0
1169978,6.62
1169979,3.9
1169980,4.6
1169996,4.8
1170004,3.6
1170008,5.2
1170038,3.3
1170047,7.3
1170054,7.2
1170057,4.8
1170065,5.0
1170076,6.7
1170097,6.0
1170140,4.1
1170145,6.6
1170152,6.6
1170195,6.2
1170196,8.3
1170207,6.05
1170208,6.6
1170213,6.9
1170215,5.5
1170224,6.18
1170237,7.7
1170239,6.0
1170243,7.4
1170244,4.65
1170258,8.3
1170261,7.25
1170263,6.63
1170271,6.25
1170274,6.38
1170277,7.5
1170280,7.0
1170298,7.3
1170305,4.1
1170312,6.9
1170321,7.2
1170324,5.8
1170326,4.8
1170358,6.8
1170388,7.5
1170413,6.7
1170416,6.0
1170419,5.7
1170429,6.5
1170431,8.2
1170454,5.94
1170502,6.2
1170503,6.0
1170519,5.7
1170524,5.6
1170533,6.27
1170546,5.2
1170557,4.3
1170560,5.78
1170561,7.1
1170586,5.29
1170592,8.2
1170599,4.6
1170600,7.37
1170609,5.6
1170610,4.9
1170614,6.56
1170615,3.2
1170626,8.3
1170627,6.87
1170631,7.1
1170633,3.2
1170644,5.2
1170649,5.1
1170651,7.7
1170654,5.85
1170663,4.2
1170672,7.0
1170679,3.2
1170683,5.8
1170691,6.3
1170694,7.34
1170739,7.5
1170740,5.58
1170747,5.9
1170749,3.2
1170752,6.7
1170755,6.7
1170773,6.8
1170776,6.8
1170786,6.25
1170789,6.2
1170804,6.5
1170820,7.3
1170826,5.0
1170833,5.2
1170845,5.85
1170849,6.5
1170872,6.6
1170884,6.45
1170906,8.3
1170907,7.5
1170918,6.0
1170943,3.5
1170949,6.5
1170954,8.0
1170965,6.56
1170969,5.93
1170994,3.2
1171005,5.97
1171014,5.65
1171023,5.1
1171037,6.6
1171040,6.8
1171074,4.1
1171076,6.6
1171081,6.47
1171089,6.77
1171096,4.0
1171136,7.5
1171141,5.9
1171144,7.3
1171155,6.26
1171167,7.2
1171202,6.8
1171203,6.0
1171212,7.0
1171215,7.3
1171219,6.0
1171228,2.5
1171233,7.6
1171234,6.72
1171239,4.1
1171243,6.4
1171258,6.7
1171260,5.4
1171263,5.55
1171264,5.88
1171299,5.9
1171311,7.9
1171347,3.2
1171378,5.4
1171423,5.75
1171424,6.8
1171425,8.0
1171427,6.5
1171432,8.0
1171450,5.6
1171469,7.32
1171471,5.2
1171476,6.8
1171479,5.9
1171496,5.7
1171499,7.2
1171523,5.9
1171529,7.0
1171533,6.5
1171554,6.42
1171559,5.84
1171562,5.33
1171578,7.2
1171581,6.7
1171594,7.1
1171600,7.3
1171613,7.1
1171623,6.17
1171643,6.2
1171649,6.2
1171655,6.1
1171671,6.3
1171679,6.4
1171682,6.7
1171708,6.6
1171713,5.9
1171727,5.7
1171732,3.1
1171742,6.5
1171751,5.0
1171753,6.2
1171755,7.4
1171764,4.2
1171770,5.65
1171778,6.7
1171781,6.3
1171784,7.1
1171793,6.75
1171804,6.6
1171811,7.1
1171821,7.13
1171826,5.3
1171838,5.9
1171839,7.2
1171840,7.3
1171842,7.15
1171849,5.9
1171851,6.3
1171862,5.5
1171880,7.55
1171885,5.63
1171886,2.7
1171887,4.2
1171891,5.7
1171901,5.5
1171927,6.07
1171929,5.7
1171943,8.0
1171944,7.5
1171946,5.1
1171969,7.5
1171981,6.1
1171988,7.6
1171989,7.8
1171991,7.8
1172005,7.8
1172016,6.6
1172031,5.8
1172037,3.7
1172043,6.67
1172062,7.5
1172072,6.49
1172076,7.1
1172083,8.2
1172087,7.0
1172129,6.88
1172139,5.6
1172141,6.53
1172169,6.9
1172179,6.65
1172226,7.0
1172253,7.6
1172261,6.9
1172268,5.8
1172273,4.6
1172296,7.7
1172314,5.3
1172327,3.3
1172337,7.6
1172338,8.4
1172353,6.5
1172362,7.3
1172378,8.0
1172383,6.6
1172386,7.6
1172415,8.0
1172459,5.72
1172468,6.2
1172470,6.4
1172475,5.4
1172481,6.9
1172508,5.15
