Actor,Rating
2248602,2.5
2248603,7.6
2248604,3.9
2248610,6.6
2248613,6.25
2248620,6.3
2248627,6.5
2248648,7.3
2248666,3.9
2248674,5.7
2248675,6.2
2248678,6.1
2248687,6.4
2248707,7.9
2248713,8.0
2248721,6.55
2248728,3.7
2248736,5.73
2248745,4.9
2248759,7.04
2248779,5.0
2248797,6.64
2248805,5.5
2248808,6.93
2248813,6.5
2248845,7.9
2248847,6.8
2248852,5.55
2248860,7.5
2248862,6.6
2248874,5.3
2248875,6.53
2248876,3.95
2248877,4.7
2248882,7.55
2248887,4.5
2248913,4.6
2248925,5.3
2248928,5.15
2248929,4.8
2248938,4.2
2248945,8.0
2248949,5.55
2248957,2.2
2248963,4.1
2248966,6.38
2248970,7.5
2248971,5.6
2248974,5.2
2248980,5.2
2248984,6.7
2248990,6.5
2249015,4.8
2249033,6.5
2249039,5.7
2249040,6.68
2249055,5.75
2249056,6.1
2249081,5.5
2249106,6.1
2249118,6.0
2249140,4.5
2249151,7.4
2249166,7.5
2249174,4.95
2249184,3.4
2249204,6.9
2249241,4.2
2249252,6.4
2249253,5.6
2249256,6.2
2249259,6.23
2249260,6.4
2249263,5.6
2249279,5.8
2249280,3.9
2249291,6.3
2249295,6.18
2249301,7.6
2249309,6.15
2249324,6.6
2249325,7.5
2249329,6.7
2249331,6.5
2249349,5.2
2249351,5.1
2249360,6.9
2249381,7.8
2249397,6.7
2249401,8.1
2249403,5.2
2249409,3.25
2249414,6.4
2249422,6.2
2249437,4.75
2249453,7.3
2249458,6.25
2249461,6.85
2249467,3.2
2249470,6.65
2249474,5.2
2249475,5.75
2249478,4.7
2249498,6.2
2249501,5.0
2249504,6.8
2249506,7.6
2249518,5.63
2249531,6.0
2249535,2.9
2249540,7.5
2249541,3.5
2249545,5.8
2249560,5.9
2249561,7.0
2249590,2.2
2249602,7.5
2249612,6.7
2249617,5.1
2249625,5.4
2249638,6.4
2249640,5.2
2249650,7.9
2249653,6.3
2249657,4.5
2249685,6.7
2249691,6.7
2249695,5.3
2249706,6.9
2249713,6.7
2249716,6.5
2249721,5.9
2249753,6.5
2249757,8.1
2249768,6.7
2249771,5.81
2249778,4.0
2249782,7.4
2249788,6.5
2249790,6.75
2249800,5.95
2249801,8.0
2249804,8.3
2249807,6.0
2249829,6.9
2249864,6.4
2249875,7.1
2249897,5.95
2249932,6.6
2249936,7.4
2249940,6.55
2249949,6.7
2249956,5.9
2249964,4.3
2249973,6.5
2249976,7.6
2249977,5.4
2249986,5.78
2249990,6.0
2249999,5.4
2250002,4.95
2250003,6.17
2250011,8.0
2250015,7.1
2250024,6.8
2250030,6.15
2250047,5.4
2250070,6.9
2250077,6.2
2250092,6.2
2250103,5.5
2250152,5.57
2250159,4.3
2250193,6.4
2250195,6.6
2250210,2.3
2250215,6.4
2250220,5.8
2250228,5.95
2250245,4.9
2250256,7.7
2250257,6.5
2250264,6.3
2250281,5.2
2250286,6.5
2250296,6.5
2250301,6.3
2250306,7.7
2250310,6.5
2250317,5.7
2250339,7.3
2250341,7.5
2250345,6.7
2250361,2.8
2250364,3.9
2250366,5.42
2250368,7.9
2250382,6.7
2250387,6.7
2250388,6.3
2250392,6.9
2250413,7.5
2250427,6.9
2250433,6.1
2250460,7.9
2250525,5.5
2250535,6.0
2250541,6.5
2250542,5.9
2250547,6.4
2250574,6.2
2250576,7.1
2250590,6.7
2250599,7.1
2250603,6.7
2250618,3.7
2250619,6.9
2250628,5.4
2250645,4.5
2250652,4.2
2250676,6.5
2250687,2.4
2250694,6.4
2250698,8.0
2250706,7.3
2250708,2.4
2250710,2.4
2250735,5.02
2250736,6.7
2250743,8.2
2250764,6.2
2250765,5.8
2250776,4.3
2250778,7.2
2250784,5.8
2250787,5.13
2250792,6.5
2250795,5.9
2250811,5.4
2250833,5.6
2250839,3.3
2250847,6.3
2250848,5.3
2250859,7.95
2250865,6.5
2250871,6.02
2250877,6.9
2250880,7.7
2250902,5.6
2250924,4.8
2250933,6.4
2250936,6.7
2250939,5.7
2250962,8.4
2250976,7.5
2251001,6.7
2251013,2.7
2251030,5.7
2251041,7.1
2251050,6.45
2251059,4.9
2251080,6.3
2251099,4.0
2251112,6.38
2251117,6.9
2251126,6.0
2251140,7.1
2251141,4.3
2251146,7.9
2251155,6.05
2251161,7.0
2251163,5.3
2251177,7.0
2251178,6.0
2251199,5.8
2251201,4.85
2251204,7.0
2251215,5.56
2251219,4.3
2251223,4.5
2251224,5.6
2251234,7.7
2251240,5.75
2251253,3.2
2251259,6.1
2251264,7.0
2251269,6.2
2251298,8.0
2251306,3.1
2251311,6.75
2251312,5.6
2251317,7.3
2251322,3.7
2251327,4.9
2251333,5.9
2251334,4.3
2251343,6.7
2251359,4.2
2251360,7.3
2251363,7.3
2251366,7.1
2251373,6.4
2251374,6.6
2251397,7.9
2251410,5.8
2251413,5.1
2251428,6.3
2251434,6.1
2251469,4.4
2251493,6.77
2251499,5.2
2251524,6.2
2251538,2.9
2251547,7.2
2251571,6.0
2251599,7.3
2251610,6.4
2251619,5.9
2251622,7.25
2251623,4.9
2251627,5.8
2251643,7.1
2251647,5.99
2251650,5.4
2251652,6.95
2251654,6.5
2251657,5.2
2251667,6.0
2251671,5.5
2251683,8.4
2251685,6.55
2251710,5.1
2251720,7.38
2251727,7.2
2251747,6.85
2251760,3.3
2251765,8.5
2251778,6.1
2251781,5.6
2251784,6.15
2251791,6.3
2251792,5.5
2251809,6.33
2251835,4.3
2251846,5.4
2251884,5.4
2251892,5.6
2251893,4.2
2251902,6.0
2251905,7.3
2251914,4.65
2251922,7.2
2251938,5.0
2251939,6.75
2251942,7.3
2251947,4.95
2251950,5.3
2251967,7.0
2251977,7.3
2251987,7.3
2251990,4.1
2252006,7.7
2252007,6.07
2252013,6.15
2252020,4.5
2252026,7.7
2252039,6.5
2252040,8.1
2252042,7.05
2252044,4.2
2252051,7.75
2252053,6.4
2252060,4.2
2252074,3.5
2252101,6.7
2252102,8.3
2252106,5.9
2252107,7.5
2252110,7.1
2252135,5.9
2252136,6.8
2252138,7.1
2252139,7.2
2252151,5.1
2252155,7.8
2252165,4.95
2252175,4.2
2252181,5.2
2252214,5.72
2252215,5.1
2252231,6.0
2252240,6.1
2252244,5.3
2252250,4.8
2252251,6.9
2252270,6.1
2252296,8.6
2252297,7.0
2252299,6.7
2252314,7.9
2252318,6.7
2252321,5.2
2252325,6.8
2252328,6.75
2252333,5.8
2252335,5.05
2252341,7.45
2252343,7.8
2252348,5.8
2252350,5.3
2252353,2.4
2252358,5.9
2252371,8.1
2252373,7.9
2252379,6.13
2252385,8.0
2252390,6.2
2252404,6.3
2252407,5.3
2252408,4.4
2252414,5.45
2252422,7.35
2252428,6.9
2252434,2.4
2252437,3.9
2252444,4.3
2252445,5.9
2252459,3.8
2252468,7.0
2252469,5.9
2252483,5.2
2252485,6.43
2252528,8.4
2252543,8.1
2252546,7.4
2252548,6.5
2252611,6.7
2252618,6.0
2252652,2.9
2252653,7.1
2252673,6.2
2252675,3.4
2252679,2.6
2252684,7.6
2252686,6.2
2252688,6.5
2252707,7.2
2252710,6.65
2252733,5.2
2252736,6.22
2252738,7.55
2252741,6.6
2252743,5.6
2252748,6.8
2252749,5.28
2252755,6.1
2252776,6.1
2252779,5.9
2252783,6.6
2252800,5.5
2252803,7.0
2252806,7.1
2252823,7.2
2252828,5.6
2252852,6.4
2252858,6.5
2252863,6.9
2252872,7.2
2252893,5.63
2252909,1.2
2252928,7.0
2252933,5.0
2252940,3.6
2252950,7.5
2252954,5.6
2252956,4.6
2252962,6.9
2252967,7.0
2252968,6.7
2252970,8.27
2252977,6.9
2252978,6.4
2252989,7.4
2252995,7.2
2253000,7.36
2253005,4.2
2253073,5.0
2253092,6.93
2253102,5.8
2253114,6.0
2253136,7.3
2253143,6.3
2253160,7.4
2253165,6.6
2253179,7.4
2253184,6.5
2253201,4.8
2253202,7.8
2253203,3.5
2253209,5.5
2253212,6.3
2253213,8.0
2253218,7.0
2253222,7.6
2253230,6.0
2253245,6.98
2253249,6.8
2253254,6.6
2253269,6.0
2253290,5.3
2253303,6.4
2253307,5.4
2253309,6.9
2253311,4.1
2253320,3.2
2253329,7.8
2253336,2.2
2253347,6.2
2253360,7.8
2253362,8.0
2253363,7.0
2253378,6.9
2253380,4.4
2253397,6.9
2253400,7.37
2253401,6.5
2253403,5.0
2253430,4.5
2253436,7.9
2253437,6.7
2253438,7.9
2253441,6.2
2253446,6.4
2253460,6.0
2253462,7.3
2253470,6.85
2253494,7.3
2253503,5.1
2253510,6.7
2253527,6.2
2253532,5.0
2253533,6.5
2253534,6.94
2253543,2.4
2253585,4.7
2253589,7.05
2253597,4.0
2253606,5.6
2253611,6.3
2253620,6.8
2253635,6.6
2253662,5.03
2253670,5.8
2253672,6.85
2253674,3.6
2253687,5.0
2253721,6.3
2253738,6.3
2253751,7.7
2253761,7.8
2253779,4.2
2253789,6.5
2253797,5.95
2253817,6.5
2253818,4.2
2253820,4.55
2253822,6.6
2253831,7.3
2253835,6.0
2253856,6.2
2253868,6.3
2253889,6.17
2253892,5.1
2253902,6.45
2253926,6.45
2253950,7.6
2253955,6.3
2253960,4.8
2253973,7.05
2253982,3.7
2254018,6.5
2254021,6.65
2254023,6.0
2254081,6.2
2254099,3.4
2254136,5.5
2254137,5.4
2254176,7.5
2254177,6.2
2254183,6.7
2254203,7.7
2254207,6.8
2254213,6.71
2254220,7.8
2254236,6.3
2254250,4.0
2254255,5.85
2254258,5.6
2254261,7.7
2254267,5.4
2254268,6.9
2254274,5.9
2254278,6.19
2254290,6.1
2254301,6.5
2254302,4.5
2254305,5.4
2254357,7.7
2254360,6.5
2254426,7.5
2254445,7.7
2254456,6.5
2254459,6.1
2254471,8.0
2254486,6.1
2254487,5.6
2254491,3.5
2254495,6.3
2254496,5.4
2254505,4.52
2254516,6.4
2254520,6.6
2254524,6.6
2254530,6.8
2254541,7.9
2254547,6.4
2254563,6.4
2254571,7.6
2254603,8.0
2254645,6.69
2254655,6.4
2254665,6.74
2254669,6.5
2254672,7.9
2254698,8.3
2254720,7.1
2254724,5.8
2254738,5.8
2254745,7.0
2254748,6.8
2254757,7.4
2254760,5.7
2254764,5.8
2254805,5.2
2254832,6.5
2254887,6.3
2254888,6.1
2254889,6.4
2254896,4.3
2254898,5.0
2254904,6.1
2254924,5.5
2254931,7.3
2254939,4.95
2254953,4.3
2254958,6.63
2254971,5.6
2254995,6.2
2255004,6.42
2255011,6.3
2255018,6.8
2255026,6.2
2255078,5.7
2255082,7.08
2255084,6.2
2255090,5.4
2255092,6.1
2255101,6.0
2255105,6.8
2255119,4.3
2255158,5.7
2255175,6.7
2255184,7.6
2255185,5.1
2255196,6.0
2255208,7.5
2255212,5.8
2255253,6.0
2255270,7.45
2255280,6.7
2255293,6.0
2255295,8.1
2255296,8.7
2255316,3.3
2255319,6.53
2255329,7.7
2255345,7.4
2255357,5.6
2255360,6.6
2255394,2.4
2255400,5.5
2255404,7.6
2255422,5.7
2255442,6.1
2255447,6.9
2255456,5.7
2255459,6.15
2255483,8.7
2255490,6.47
2255503,5.3
2255519,5.95
2255520,6.85
2255530,7.8
2255547,6.15
2255557,5.1
2255561,5.2
2255603,6.1
2255606,5.0
2255611,6.13
2255636,6.1
2255647,5.6
2255667,5.9
2255682,5.5
2255695,6.28
2255722,3.2
2255740,6.3
2255749,7.1
2255775,4.87
2255789,5.0
2255795,5.6
2255801,6.25
2255813,5.4
2255823,4.9
2255828,6.7
2255833,6.8
2255839,5.9
2255847,6.9
2255858,6.5
2255869,3.2
2255875,6.3
2255898,8.2
2255903,4.6
2255921,5.9
2255932,7.7
2255938,7.1
2255982,5.8
2256034,4.1
2256043,2.7
2256044,2.7
2256046,2.7
2256055,4.2
2256081,8.3
2256101,2.2
2256104,5.0
2256108,4.8
2256110,6.5
2256128,6.46
2256142,6.3
2256148,7.0
2256154,7.1
2256169,6.6
2256186,6.5
2256190,7.7
2256192,7.3
2256219,6.6
2256226,3.4
2256232,5.77
2256265,6.8
2256276,6.9
2256283,8.0
2256286,7.2
2256302,6.9
2256305,6.95
2256309,6.5
2256348,5.1
2256350,5.9
2256354,6.4
2256356,6.4
2256362,7.8
2256369,6.4
2256389,3.5
2256391,4.7
2256392,4.4
2256393,5.8
2256396,6.3
2256398,6.3
2256401,6.3
2256407,4.1
2256408,5.8
2256410,3.6
2256423,6.0
2256425,6.7
2256426,4.5
2256435,5.1
2256446,5.2
2256449,6.6
2256452,7.2
2256468,6.6
2256478,5.4
2256482,5.9
2256496,6.8
2256503,6.2
2256518,7.0
2256523,4.9
2256526,6.4
2256528,6.3
2256533,7.2
2256534,6.2
2256548,6.6
2256554,6.1
2256579,6.23
2256584,3.4
2256611,3.8
2256623,3.8
2256647,6.2
2256652,6.7
2256661,2.6
2256665,6.85
2256666,6.8
2256671,5.7
2256678,4.7
2256680,6.7
2256688,5.6
2256710,6.5
2256728,7.9
2256735,7.4
2256753,5.8
2256757,5.4
2256758,6.7
2256789,7.9
2256797,7.5
2256857,6.7
2256862,7.4
2256891,3.7
2256892,6.0
2256896,6.0
2256909,6.9
2256918,6.15
2256953,5.1
2256954,4.2
2256982,4.1
2256999,6.4
2257010,4.27
2257017,5.6
2257022,6.93
2257031,6.4
2257032,4.7
2257036,6.88
2257037,6.6
2257045,5.9
2257050,7.7
2257052,6.0
2257056,6.7
2257061,4.67
2257071,6.6
2257085,5.5
2257086,6.8
2257087,6.1
2257088,3.8
2257093,7.3
2257102,7.5
2257109,3.5
2257112,3.25
2257117,2.3
2257118,6.9
2257121,6.1
2257142,6.2
2257169,5.6
2257171,5.4
2257175,6.9
2257176,7.3
2257191,8.6
2257200,6.95
2257203,5.9
2257204,6.4
2257208,7.7
2257241,4.6
2257265,5.5
2257288,5.75
2257289,5.9
2257290,7.6
2257304,6.3
2257306,5.5
2257311,6.7
2257318,6.2
2257324,6.7
2257328,5.7
2257334,7.0
2257339,7.6
2257345,6.92
2257366,4.4
2257379,6.1
2257388,5.7
2257396,5.8
2257400,6.0
2257401,6.1
2257429,6.6
2257439,2.1
2257444,7.3
2257451,6.0
2257455,7.0
2257459,6.2
2257461,4.0
2257480,5.0
2257500,6.1
2257501,7.7
2257505,6.2
2257520,6.0
2257534,5.95
2257535,5.85
2257537,6.1
2257542,6.4
2257552,5.47
2257554,6.5
2257560,5.8
2257581,7.0
2257586,7.0
2257598,6.4
2257612,4.1
2257623,5.7
2257626,6.3
2257628,5.4
2257673,5.17
2257680,3.8
2257687,5.75
2257698,6.7
2257702,5.8
2257703,5.77
2257732,7.0
2257735,6.33
2257738,7.9
2257739,7.2
2257759,5.3
2257763,5.7
2257776,5.37
2257801,6.5
2257811,6.6
2257822,5.9
2257846,5.43
2257857,6.7
2257858,7.1
2257865,4.7
2257873,4.9
2257878,6.8
2257901,5.5
2257912,6.1
2257915,5.65
2257925,5.7
2257927,6.7
2257940,4.83
2257946,5.6
2257948,6.05
2257956,7.0
2257981,6.2
2257982,4.7
2257985,4.7
2258010,6.7
2258011,7.1
2258016,6.02
2258022,5.15
2258027,5.7
2258052,7.0
2258060,6.2
2258085,6.15
2258109,7.7
2258110,7.7
2258121,8.0
2258124,6.23
2258131,7.0
2258133,4.6
2258134,6.9
2258162,5.85
2258171,4.0
2258172,6.76
2258174,6.5
2258196,2.9
2258199,5.5
2258205,6.7
2258206,6.72
2258224,6.0
2258226,6.0
2258228,5.8
2258258,6.7
2258267,7.1
2258268,6.95
2258293,2.8
2258294,7.2
2258296,6.5
2258303,7.4
2258316,7.2
2258319,6.4
2258332,4.1
2258338,6.8
2258346,7.0
2258363,3.3
2258371,6.0
2258375,5.9
2258377,6.3
2258385,8.7
2258387,5.53
2258392,6.96
2258397,7.5
2258402,4.8
2258407,5.0
2258409,3.0
2258410,6.5
2258411,8.7
2258414,6.5
2258422,7.15
2258431,7.5
2258432,6.0
2258436,5.9
2258438,5.9
2258442,6.2
2258449,6.2
2258454,7.5
2258465,6.1
2258479,4.6
2258498,4.4
2258508,6.2
2258522,6.6
2258531,5.84
2258534,5.7
2258536,6.0
2258543,7.0
2258545,5.8
2258550,5.4
2258564,6.4
2258568,6.4
2258574,4.9
2258594,7.9
2258615,6.2
2258619,5.4
2258621,7.2
2258629,6.9
2258677,5.6
2258688,6.2
2258694,5.7
2258740,5.88
2258751,7.1
2258764,6.0
2258765,6.0
2258785,5.1
2258794,6.8
2258797,5.39
2258805,5.2
2258811,6.0
2258812,5.67
2258825,6.4
2258840,6.6
2258843,6.2
2258847,7.6
2258850,6.5
2258876,6.1
2258884,5.8
2258897,6.9
2258914,6.6
2258923,5.0
2258932,6.1
2258934,6.5
2258940,6.5
2258963,7.2
2258988,7.2
2258991,6.2
2258993,5.6
2258999,7.0
2259029,6.5
2259030,4.6
2259044,6.8
2259049,5.5
2259061,7.7
2259064,6.0
2259071,5.8
2259093,4.9
2259094,8.2
2259105,5.6
2259112,6.65
2259131,5.2
2259143,4.7
2259164,4.5
2259170,6.5
2259176,5.8
2259178,5.05
2259205,4.9
2259206,3.2
2259208,7.3
2259224,6.4
2259235,4.6
2259238,5.18
2259245,6.3
2259249,7.1
2259266,7.4
2259270,6.0
2259274,7.0
2259284,5.6
2259293,5.6
2259294,6.5
2259298,5.6
2259299,5.6
2259312,4.95
2259327,5.6
2259337,6.57
2259346,5.7
2259357,3.9
2259360,5.4
2259362,7.5
2259385,6.0
2259401,4.0
2259414,5.8
2259459,7.1
2259462,7.3
2259465,6.7
2259468,4.7
2259480,7.35
2259484,2.9
2259488,6.65
2259495,5.74
2259505,5.5
2259510,7.7
2259538,4.0
2259541,6.53
2259545,6.65
2259552,7.8
2259557,7.8
2259558,7.75
2259565,7.7
2259572,6.1
2259590,5.85
2259595,6.8
2259606,5.38
2259618,5.6
2259622,6.0
2259625,5.15
2259635,4.15
2259651,5.0
2259654,4.8
2259658,3.8
2259662,7.1
2259664,6.4
2259666,4.3
2259667,5.8
2259670,6.3
2259672,6.5
2259678,6.5
2259708,6.3
2259716,6.2
2259720,3.4
2259727,7.3
2259732,7.4
2259735,7.3
2259738,3.9
2259760,6.38
2259767,6.0
2259784,7.3
2259787,6.2
2259809,7.36
2259845,5.5
2259854,6.0
2259858,7.8
2259877,5.0
2259882,5.58
2259887,3.8
2259907,6.85
2259961,6.6
2259966,4.8
2259969,7.3
2259970,5.5
2259988,5.86
2260001,6.2
2260013,6.5
2260025,5.8
2260036,6.8
2260052,5.0
2260058,7.53
2260059,6.9
2260060,6.9
2260062,4.4
2260070,7.35
2260072,6.2
2260073,3.8
2260077,7.1
2260079,7.0
2260081,5.4
2260085,6.4
2260092,7.6
2260099,7.7
2260105,7.0
2260113,5.9
2260130,8.0
2260138,6.3
2260154,5.7
2260158,7.4
2260168,6.6
2260169,6.15
2260192,5.0
2260210,5.9
2260212,7.3
2260218,6.2
2260230,2.7
2260240,5.8
2260256,4.3
2260260,7.3
2260280,7.1
2260294,6.6
2260298,5.7
2260300,7.2
2260318,6.3
2260327,6.1
2260343,7.3
2260345,6.8
2260347,6.5
2260356,4.7
2260387,6.05
2260398,7.5
2260399,4.6
2260406,7.8
2260418,6.65
2260423,5.84
2260427,7.3
2260430,6.9
2260437,5.8
2260438,5.05
2260446,5.0
2260447,6.0
2260455,6.6
2260457,4.9
2260460,4.6
2260478,6.6
2260482,6.42
2260487,3.3
2260491,5.6
2260496,7.3
2260498,6.3
2260499,7.4
2260502,5.7
2260530,7.8
2260535,3.9
2260547,6.6
2260565,5.7
2260569,7.5
2260574,7.2
2260575,7.01
2260576,6.6
2260583,6.9
2260585,6.8
2260586,6.9
2260596,6.8
2260627,4.45
2260633,7.4
2260634,5.7
2260643,3.2
2260666,6.1
2260668,6.7
2260669,7.3
2260674,5.6
2260682,5.6
2260717,7.5
2260732,7.2
2260756,5.6
2260762,4.1
2260772,6.1
2260783,6.3
2260794,7.2
2260803,6.08
2260804,6.0
2260820,3.6
2260831,4.7
2260834,3.3
2260842,6.8
2260853,2.2
2260854,7.4
2260865,7.2
2260869,6.1
2260878,4.6
2260883,7.0
2260884,7.0
2260886,4.3
2260894,5.73
2260896,7.7
2260901,7.1
2260903,6.3
2260905,5.0
2260910,8.3
2260921,5.9
2260925,5.6
2260933,6.1
2260937,7.3
2260941,5.1
2260951,3.2
2260958,8.4
2260963,7.65
2260965,7.7
2260969,7.7
2260977,7.63
2260978,3.5
2260980,7.15
2260984,8.1
2260985,6.5
2260987,4.4
2260997,6.5
2261000,5.9
2261008,7.57
2261010,8.2
2261011,5.1
2261029,6.4
2261067,5.6
2261081,6.3
2261088,6.9
2261091,6.2
2261104,4.8
2261105,3.6
2261111,5.23
2261116,5.9
2261139,7.1
2261152,7.1
2261159,6.2
2261165,6.4
2261168,5.85
2261175,6.8
2261182,6.43
2261183,7.6
2261185,6.2
2261187,7.1
2261205,5.25
2261219,6.0
2261229,7.45
2261236,5.68
2261257,4.45
2261261,6.4
2261264,5.0
2261271,6.5
2261293,5.85
2261303,7.7
2261312,5.03
2261319,6.8
2261325,4.9
2261328,5.6
2261333,6.1
2261342,5.9
2261348,5.8
2261360,4.9
2261366,6.11
2261371,6.3
2261391,3.3
2261405,6.55
2261433,7.35
2261444,6.1
2261453,8.1
2261456,6.7
2261476,6.9
2261480,5.7
2261498,6.5
2261499,7.9
2261513,5.8
2261514,7.1
2261519,3.2
2261523,2.6
2261524,6.3
2261527,5.5
2261541,5.4
2261543,6.33
2261562,5.2
2261566,4.1
2261567,5.8
2261570,5.1
2261580,6.2
2261582,5.4
2261585,5.3
2261591,6.4
2261592,3.3
2261607,5.1
2261608,5.6
2261609,5.2
2261620,6.7
2261647,6.0
2261654,6.67
2261659,7.6
2261660,5.5
2261661,5.7
2261673,5.2
2261678,6.75
2261683,6.4
2261687,5.8
2261690,3.8
2261692,5.4
2261715,3.2
2261750,5.1
2261767,6.3
2261778,7.4
2261782,6.2
2261783,4.8
2261792,7.4
2261800,7.7
2261828,5.0
2261830,3.6
2261831,7.55
2261834,4.75
2261836,6.3
2261839,2.9
2261850,5.2
2261858,5.7
2261862,4.9
2261867,6.3
2261870,6.6
2261882,5.9
2261888,6.4
2261895,2.2
2261913,5.7
2261914,4.8
2261916,7.0
2261919,6.5
2261925,6.4
2261932,6.08
2261978,5.0
2261985,5.4
2261989,2.6
2261990,7.5
2261991,2.6
2261992,6.25
2261999,6.2
2262009,7.2
2262022,5.3
2262025,4.4
2262026,6.6
2262033,5.9
2262056,7.5
2262065,6.56
2262067,5.65
2262081,5.3
2262091,7.9
2262119,5.7
2262120,6.4
2262141,7.4
2262154,5.0
2262156,6.3
2262178,7.2
2262193,7.2
2262203,5.6
2262204,5.1
2262223,5.3
2262225,7.7
2262229,5.88
2262231,7.6
2262240,8.0
2262245,7.7
2262247,5.9
2262257,4.9
2262262,6.5
2262269,6.8
2262276,4.8
2262279,4.4
2262296,4.3
2262303,8.1
2262306,7.05
2262309,4.1
2262315,4.9
2262325,4.4
2262331,5.94
2262357,5.7
2262364,7.3
2262367,6.9
2262369,7.63
2262378,1.8
2262382,4.4
2262386,6.13
2262412,6.2
2262422,5.61
2262423,5.8
2262434,5.5
2262463,7.3
2262469,6.2
2262470,4.6
2262479,6.2
2262484,5.4
2262495,7.4
2262497,5.1
2262507,4.0
2262512,6.1
2262514,7.0
2262534,7.7
2262550,6.5
2262570,4.2
2262586,5.4
2262589,6.28
2262643,6.7
2262678,5.0
2262684,6.8
2262694,5.2
2262722,5.3
2262724,8.1
2262742,6.0
2262750,7.13
2262752,3.2
2262754,7.4
2262755,6.3
2262757,5.76
2262759,6.32
2262764,7.4
2262765,6.4
2262777,6.9
2262801,5.2
2262806,7.4
2262822,7.65
2262836,6.8
2262840,6.5
2262845,5.3
2262858,6.0
2262923,7.2
2262944,5.5
2262949,5.8
2262972,6.9
2263001,6.9
2263003,8.3
2263006,6.1
2263028,6.0
2263031,7.2
2263047,5.4
2263058,6.55
2263084,4.5
2263101,5.4
2263113,6.3
2263129,6.2
2263130,6.2
2263133,6.4
2263152,5.6
2263169,3.7
2263175,5.5
2263196,6.15
2263197,5.6
2263201,7.4
2263216,4.0
2263224,5.8
2263231,6.3
2263232,7.5
2263252,7.4
2263272,6.95
2263277,6.5
2263280,5.75
2263290,5.6
2263300,6.7
2263303,5.47
2263305,6.4
2263307,7.6
2263315,8.3
2263322,7.4
2263323,5.8
2263329,5.9
2263333,7.5
2263349,7.4
2263356,8.0
2263368,6.4
2263373,5.65
2263376,7.4
2263377,7.4
2263391,5.5
2263396,3.9
2263398,7.1
2263417,7.03
2263419,5.5
2263423,6.7
2263429,4.9
2263449,6.6
2263455,6.4
2263462,7.6
2263464,5.5
2263474,8.0
2263479,6.8
2263503,4.8
2263505,6.5
2263509,6.2
2263522,7.2
2263532,4.5
2263539,6.5
2263543,6.8
2263549,4.8
2263551,5.8
2263554,6.0
2263569,7.2
2263570,8.9
2263576,4.7
2263596,7.6
2263599,5.5
2263605,6.5
2263609,6.1
2263610,5.5
2263620,5.42
2263626,6.9
2263644,7.65
2263651,7.0
2263655,6.4
2263656,6.0
2263659,7.25
2263677,8.4
2263687,7.5
2263715,7.5
2263734,4.9
2263738,6.6
2263749,6.5
2263754,7.2
2263756,6.5
2263759,6.1
2263766,6.8
2263768,5.6
2263780,6.9
2263783,7.8
2263787,5.6
2263806,4.8
2263808,8.1
2263809,6.25
2263816,6.6
2263817,6.33
2263829,6.6
2263839,6.47
2263850,6.1
2263858,6.2
2263860,8.4
2263863,8.05
2263864,5.55
2263869,4.2
2263877,6.4
2263880,7.0
2263886,5.3
2263895,5.8
2263897,5.5
2263906,6.92
2263911,7.0
2263914,6.9
2263920,7.2
2263930,4.7
2263938,5.7
2263940,8.0
2263946,6.5
2263952,5.0
2263959,5.17
2263974,8.7
2263984,7.0
2264016,5.75
2264025,6.1
2264049,6.2
2264053,6.01
2264056,6.5
2264068,6.5
2264070,7.2
2264072,6.4
2264076,5.8
2264083,4.2
2264094,5.25
2264098,7.9
2264101,7.6
2264103,5.1
2264107,4.53
2264118,6.2
2264121,6.25
2264122,6.75
2264133,7.7
2264149,6.45
2264155,5.8
2264156,6.54
2264157,8.0
2264166,5.37
2264174,7.8
2264179,7.7
2264187,5.77
2264189,4.0
2264192,4.4
2264212,6.4
2264220,5.0
2264227,8.5
2264234,8.0
2264245,7.2
2264248,6.6
2264266,4.6
2264271,7.5
2264279,5.4
2264290,6.4
2264311,7.3
2264320,5.7
2264327,7.2
2264330,6.2
2264332,6.4
2264345,2.9
2264351,6.37
2264357,7.25
2264362,3.9
2264368,6.3
2264371,6.27
2264377,7.6
2264380,7.1
2264390,5.9
2264394,8.3
2264404,3.6
2264419,6.4
2264425,7.04
2264431,6.0
2264433,6.72
2264437,3.8
2264455,7.13
2264456,7.3
2264464,6.17
2264470,7.4
2264472,7.4
2264475,5.2
2264486,7.15
2264487,6.1
2264498,7.8
2264501,5.9
2264511,5.7
2264532,4.9
2264544,7.65
2264554,7.5
2264567,6.38
2264574,6.7
2264577,6.3
2264585,5.2
2264595,5.9
2264596,7.2
2264597,7.5
2264604,8.0
2264618,4.9
2264619,7.7
2264620,5.7
2264627,7.0
2264649,5.7
2264661,6.05
2264670,7.8
2264676,4.9
2264678,6.9
2264682,5.4
2264683,4.5
2264688,6.0
2264704,5.8
2264722,6.6
2264727,3.7
2264737,5.8
2264739,7.45
2264741,6.5
2264754,7.5
2264755,7.2
2264756,5.15
2264763,6.45
2264766,4.0
2264770,6.8
2264783,5.0
2264793,6.8
2264804,6.6
2264811,7.4
2264817,7.3
2264822,6.7
2264823,6.2
2264846,7.3
2264860,5.9
2264861,7.3
2264865,6.3
2264882,7.2
2264893,5.6
2264894,6.65
2264913,3.9
2264924,3.3
2264927,5.2
