"","Film","Rating","Actor.Group1","Actor.Group2","Actor.Group3","Actor.Group4","Director","Producer","Writer"
"3226","2300791",5.7,0,0,15,0,5.69999980926514,5.69999980926514,5.69999980926514
"3227","2300943",8.4,0,0,13,3,7.34999990463257,6.83718214754041,7.88999980290731
"3228","2300999",7.2,0,1,89,1,7.19999980926514,7.19999980926514,7.19999980926514
"3229","2301263",7.3,0,0,3,0,6.40000009536743,5.85000014305115,6.40000009536743
"3230","2301382",8.2,0,0,2,2,8.19999980926514,7.56666660308838,8.19999980926514
"3231","2301403",7.1,0,0,24,0,6.76666657129924,6.93809518359956,6.83333325386047
"3232","2301533",6.7,0,1,41,0,6.69999980926514,6.20777256833593,6.69999980926514
"3233","2301761",7.7,0,0,13,14,7.29999995231628,7.16077510518489,7.46111098925273
"3234","2301906",6.3,0,0,8,0,6.30000019073486,6.44693894288978,6.30000019073486
"3235","2301927",6.6,0,1,54,0,6.59999990463257,6.34952932373905,5.67999999390708
"3236","2302076",5.6,0,5,31,0,5.59999990463257,5.59999990463257,5.699999888738
"3237","2302078",6.6,0,0,12,0,6.59999990463257,6.74047612008594,6.59999990463257
"3238","2302190",7,0,0,9,0,7,7,7
"3239","2302197",6.8,0,0,2,0,6.80000019073486,6.80000019073486,6.80000019073486
"3240","2302208",5.4,0,4,107,0,6.27142858505249,6.07282008970142,5.86185132062285
"3241","2302311",5.6,0,0,7,0,5.59999990463257,5.59999990463257,5.59999990463257
"3242","2302334",7.1,0,0,24,0,7.09999990463257,6.88214279072625,7.09999990463257
"3243","2302365",4.8,0,8,33,0,4.80000019073486,5.35571433703105,4.80000019073486
"3244","2302381",7.3,0,1,24,0,7.30000019073486,6.25107932386436,7.30000019073486
"3245","2302399",7.2,0,0,8,0,7.19999980926514,7.19999980926514,7.19999980926514
"3246","2302430",7,0,0,32,0,6.38571429252625,6.43168652095492,7
"3247","2302433",7.4,0,0,2,0,7.40000009536743,7.40000009536743,7.40000009536743
"3248","2302474",4.2,0,20,25,0,6.74615383148193,5.37111106183794,5.40714274133955
"3249","2302569",6.7,0,0,16,0,5.97777779897054,6.5385316768809,6
"3250","2302620",6.4,0,0,11,0,6.45000004768372,6.4055556456248,6.45000004768372
"3251","2302671",6.9,0,0,33,2,6.24999992052714,6.19833333969116,6.46861114237044
"3252","2302725",7.5,0,0,33,2,7.5,7.56111113230387,7.5
"3253","2302831",5.6,0,0,7,0,5.54999995231628,6.73000001907349,5.54999995231628
"3254","2303185",7.2,0,0,44,0,6.72499990463257,6.6888196159166,7.29333327611287
"3255","2303312",5.2,0,5,57,0,5.19999980926514,5.19999980926514,5.19999980926514
"3256","2303333",6.8,0,1,109,0,7.15263159651505,7.04335059788276,7.03750001192093
"3257","2303468",7.5,0,0,29,0,7.5,6.67877191967434,7.5
"3258","2303499",6.5,0,0,39,0,6.5,6.36861853043333,6.5
"3259","2303707",3.5,0,9,0,0,3.45000004768372,3.48333334922791,3.47777779897054
"3260","2303735",4.8,0,4,11,0,4.80000019073486,5.31018518077003,5.47857146036057
"3261","2303806",6.5,0,0,11,0,6.84999990463257,6.35199931683152,6.82666660944621
"3262","2303834",5.5,0,1,80,0,4.45000004768372,5.03333334128062,5.15000001589457
"3263","2303840",3.6,0,39,4,0,3.59999990463257,3.1970328581002,3.59999990463257
"3264","2303929",3.6,0,7,3,0,3.48750001192093,3.82916661103567,3.82857145581927
