«»,Producer, Film, Rating, Budget, Year
41313,2799549,2389806,4.9,"AUD 4,800,000",2001
41314,2799627,2031183,5.9,"$30,000,000",2008
41315,2799627,2507902,6.6,"$18,000,000",2006
41316,2799627,2732999,6.0,"$60,000,000",2009
41317,2799627,2789845,6.1,"$40,000,000",2004
41318,2799627,2928251,6.8,"$4,000,000",2003
41319,2799683,2082135,8.3,"RUR 1,000,000",1966
41320,2801302,2707278,7.2,"€ 2,400,000",2012
41321,2802187,3003232,6.0,"€ 1,812,693",2005
41322,2802204,2528329,6.5,"$30,000",2004
41323,2802204,2528329,6.5,"$30,000",2004
41324,2802248,2821753,4.9,"$430,000",2010
41325,2803392,2209555,6.6,"$800,000",2009
41326,2803596,2623857,4.7,"$30,000,000",2004
41327,2803763,2623857,4.7,"$30,000,000",2004
41328,2804184,2461948,5.2,"SEK 15,000",2007
41329,2804220,2781002,7.9,"$60,000,000",2001
41330,2804220,2921713,6.9,"$70,000,000",1998
41331,2804351,2031873,7.0,"HUF 4,000,000",2005
41332,2805122,2636001,5.2,"$1,500,000",2004
41333,2805385,2832281,4.8,"SEK 7,800,000",2005
41334,2806005,2229781,4.2,"$800,000",2009
41335,2806005,2536655,4.0,"$485,000",2009
41336,2806018,2136211,4.1,"CAD 450,000",2002
41337,2806635,2757902,5.1,"$45,000,000",2006
41338,2806918,2137804,5.9,"£1,500",2005
41339,2806918,2839525,8.0,"$1,000,000",2007
41340,2807264,2053392,3.5,"$500,000",2008
41341,2807652,2490751,6.9,"€ 900",2006
41342,2807652,2497159,7.0,"$2,000,000",2003
41343,2807839,2876249,7.2,"$1,000,000",2006
41344,2808029,2865738,5.0,"$30,000",2006
41345,2808286,2254517,5.7,"NOK 50,000",2003
41346,2808286,2818624,7.1,"NOK 400,000",2010
41347,2808362,2591677,6.8,"$16,000,000",2006
41348,2808643,2744558,4.5,"$200,000",2008
41349,2808643,2744558,4.5,"$200,000",2008
41350,2809193,2152780,7.7,"$14,000,000",2005
41351,2809194,2091316,7.4,"$19,000,000",1992
41352,2809194,2232887,7.7,"FRF 24,000,000",1991
41353,2809194,2491964,7.7,"$18,000,000",1995
41354,2809194,2515243,8.5,"FRF 77,000,000",2001
41355,2809194,2515243,8.5,"FRF 77,000,000",2001
41356,2809194,2670582,7.4,"$13,000,000",2006
41357,2809194,2684812,7.7,"€ 3,238,460",2011
41358,2809194,2712365,6.5,"FRF 60,000,000",1998
41359,2809372,2977529,5.3,"$18,000,000",1990
41360,2809489,2145064,5.3,"$6,000,000",2012
41361,2809489,3032407,5.7,"$1,500,000",2004
41362,2809954,2043908,6.5,"$2,000,000",2011
41363,2810163,2595812,6.5,"NOK 12,000,000",2004
41364,2810213,2555393,5.8,"SEK 10,000,000",1990
41365,2810213,2595152,5.8,"SEK 16,000,000",1996
41366,2810390,2595793,6.6,"$175,000,000",2009
41367,2810390,2709163,6.7,"$130,000,000",2011
41368,2810897,2436248,6.0,"€ 7,500,000",2012
41369,2810897,2767996,5.8,"NZD 5,950,000",2008
41370,2811002,2790446,3.8,"£5,000",2014
41371,2811148,2289583,7.5,"$25,000,000",1998
41372,2811148,2705070,6.8,"$20,000,000",2006
41373,2811148,2775154,8.0,"£4,000,000",2004
41374,2811148,2830955,6.3,"£7,000,000",2003
41375,2811148,2884989,6.6,"$25,000,000",2014
41376,2811148,2908900,6.3,"$25,000,000",2009
41377,2811148,2916234,6.7,"$35,000,000",2008
41378,2811148,2951632,5.8,"$3,000,000",1993
41379,2811317,2337956,7.2,"CAD 350,000",2002
41380,2811516,2900200,6.6,"$10,000,000",2011
41381,2811979,2103797,8.2,"$1,000",2009
41382,2811979,2103797,8.2,"$1,000",2009
41383,2811979,2140003,8.7,"$5,000",2013
41384,2812290,2137804,5.9,"£1,500",2005
41385,2812290,2297352,5.6,"€ 5,000,000",2005
41386,2812290,3061063,7.8,"$21,000,000",2006
41387,2813893,2738156,4.3,"$2,000,000",2014
41388,2814636,2189961,7.2,"$68,000",1993
41389,2814636,2893359,6.5,"$250,000",1995
41390,2815321,2154510,6.2,"$10,000,000",2000
41391,2815321,2329525,5.3,"$17,000,000",2001
41392,2815321,2466838,6.8,"$169,000",2006
41393,2815321,2888141,6.2,"$14,000,000",2000
41394,2816195,2126850,5.2,"$300,000",2013
41395,2816876,2302430,7.0,"$10,000,000",2002
41396,2816877,2302076,5.6,"€ 3,000,000",2007
41397,2817694,2072489,5.3,"$60,000,000",2008
41398,2817694,2507932,5.3,"$100,000,000",2009
41399,2817694,2522857,6.8,"$140,000,000",2003
41400,2817901,2588765,8.1,"€ 10,000",2008
41401,2817948,2951759,7.3,"$35,000,000",2013
41402,2818627,2419616,6.5,"€ 5,600",2008
41403,2818627,2488810,6.0,"€ 2,300,000",2011
41404,2818627,2502322,6.1,"€ 2,000,000",2012
41405,2818967,2273709,6.7,"SEK 90,000",2008
41406,2819025,2358914,8.5,"$61,000,000",2014
41407,2819025,2585737,7.7,"$20,000,000",2007
41408,2819025,2634937,5.8,"AUD 4,500,000",2014
41409,2819025,3020988,7.0,"$35,000,000",2013
41410,2819073,2925254,4.1,"$500,000",1991
41411,2819626,2141088,6.1,"$950,000",2008
41412,2819762,2939462,6.7,"$100,000",2002
41413,2820027,2099336,6.6,"$13,000,000",2011
41414,2820276,2309769,6.8,"$50,000",2009
41415,2820329,2357046,6.7,"$160,000,000",2014
41416,2820329,2631518,6.0,"$125,000,000",2014
41417,2820329,2664166,7.1,"$190,000,000",2013
41418,2820329,2689003,7.5,"$40,000,000",1998
41419,2820329,2738408,6.9,"$28,000,000",2007
41420,2820329,2769215,6.7,"$9,000,000",1996
41421,2820329,2896941,7.1,"$70,000,000",2007
41422,2820329,3025507,5.2,"$35,000,000",2008
41423,2820329,3052454,5.6,"$54,000,000",2006
41424,2820776,2441426,5.6,"$4,000,000",2006
41425,2820869,2634536,4.9,"$500,000",2007
41426,2821228,2099336,6.6,"$13,000,000",2011
41427,2821228,2400200,7.9,"£8,000,000",2007
41428,2821228,2674213,7.0,"$40,000,000",2011
41429,2821228,2760482,7.5,"$60,000,000",2010
41430,2821228,2775154,8.0,"£4,000,000",2004
41431,2821228,2950792,7.0,"$28,000,000",2013
41432,2821317,2043625,5.8,"$2,000,000",2013
41433,2821317,2773517,7.8,"CAD 11,000,000",2007
41434,2821317,2916597,7.6,"$17,000,000",2001
41435,2821317,3041890,6.8,"$9,750,000",2004
41436,2821511,2204169,8.0,"$15,000",2011
41437,2821550,2329470,2.1,"$10,000",2007
41438,2822054,2770401,5.4,"$65,000,000",2008
41439,2822054,2770402,4.2,"$100,000,000",2010
41440,2822455,2076041,5.6,"$1,700,000",2009
41441,2823259,2349265,4.8,"$40,000,000",2005
41442,2823259,2457365,6.4,"$80,000,000",2009
41443,2823259,2847301,5.6,"$70,000,000",2012
41444,2823259,2903190,6.3,"$82,000,000",2005
41445,2823470,2412092,8.3,"$3,068,000",1949
41446,2823470,2761026,1.8,"$7,500",1939
41447,2823571,2350830,7.3,"$1,000,000",2005
41448,2824802,2663784,7.0,"$6,000,000",2010
41449,2825132,2273363,7.4,"€ 1,800,000",2014
41450,2825132,2315246,6.3,"HUF 70,000,000",2005
41451,2825132,2460912,6.7,"$1,000,000",2008
41452,2825132,3064922,6.9,"HUF 200,000,000",2006
41453,2825680,2113785,8.3,"INR 300,000,000",2012
41454,2825680,2243467,8.1,"INR 60,000,000",2009
41455,2825680,2604266,7.9,"INR 80,000,000",2008
41456,2825680,3025762,7.0,"INR 55,000,000",2008
41457,2825755,2031002,5.2,"INR 35,000,000",2008
41458,2826787,2898716,7.7,"$6,000,000",2006
41459,2827264,2126713,7.4,"$2,000,000",2008
41460,2827264,2945475,4.6,"$800,000",2013
41461,2827264,2945475,4.6,"$800,000",2013
41462,2827376,2042974,6.8,"$10,000",2011
41463,2827764,2255401,3.2,"$500,000",2014
41464,2827851,2825592,2.0,"$200,000",2007
41465,2828236,2064219,6.3,"CAD 320,000",2013
41466,2829831,2507902,6.6,"$18,000,000",2006
41467,2829847,2950112,4.9,"$16,500,000",2008
41468,2829895,2409674,4.8,"$24,000,000",2011
41469,2829959,2812364,7.1,"$800,000",2004
41470,2830759,3018781,6.4,"$27,000",2010
41471,2830763,2426630,3.4,"$3,500,000",2014
41472,2830887,2352101,6.6,"€ 2,000,000",2011
41473,2830887,2486069,6.0,"€ 1,600,000",2008
41474,2831458,2815884,6.5,"$25,000,000",2008
41475,2831502,2596654,7.8,"$16,000,000",2012
41476,2831853,2412611,2.3,"$2,000",2008
41477,2831921,2954756,6.2,"$35,000,000",2012
41478,2831974,2825846,4.2,"$20,000",2010
41479,2832740,2139864,4.9,"$250,000",1991
41480,2832955,2836760,6.4,"$300,000",2010
41481,2833135,2037991,5.8,"$5,000",2006
41482,2833474,2363158,8.0,"$100,000,000",2013
41483,2833482,2380545,5.5,"$1,250,000",2014
41484,2833633,2062642,6.6,"€ 1,200,000",2014
41485,2833633,2258865,8.0,"DKK 83,000,000",2003
41486,2833633,2316145,6.4,"€ 3,200,000",2011
41487,2833633,2468161,6.8,"€ 810,000",2013
41488,2833633,2563818,7.4,"$14,200,000",2005
41489,2833633,2825891,6.0,"€ 126,260",2006
41490,2833633,3016828,6.5,"€ 1,660,000",2012
41491,2833633,3017185,6.2,"€ 1,240,000",2008
41492,2833759,2263181,7.6,"ARS 10,000",2012
41493,2834415,2674549,6.9,"€ 5,000",2011
41494,2835341,2848224,5.7,"$2,500,000",2001
41495,2836058,2608310,7.6,"$200,000",2008
41496,2836539,2214334,4.4,"$1,250,000",2014
41497,2836666,2069614,6.2,"CAD 1,200,000",2014
41498,2837007,2465679,5.9,"$12,000,000",2012
41499,2838097,2027604,7.8,"$65,000,000",2006
41500,2838097,2303185,7.2,"$21,000,000",2009
41501,2838706,2119476,7.4,"$15,000,000",1988
41502,2839213,2153530,5.9,"$350,000",2012
